Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),Monitoring energy (nm),Log10 Decay time ( log10[ns]),Formula
7,4,0.02,3.98,186,63,8,55,428.391044,151.964,15.999,135.965,890,215,60,155,8.78,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.40639,133.44,71.68,1.26,70.42,300.4394444,175.77856,3.03928,172.73928,750.9,275.2,3.7,271.5,17.5542,13.76,0,13.76,32.5,24,0.04,23.96,73.81953154,54.472216,0.1134077,54.3588083,298,355,490,2.484299839,Ba1.28Ca0.6SiO4Eu0.02Mn0.1
44.36,28,0.01,27.99,195,64,8,56,451.202806,157.25,15.999,141.251,845,185,60,125,9.38,3.44,0,3.44,24,7,2,5,49.4720942,13.618054,5.670385,7.947669,560.98,224,0.63,223.37,1159.249477,447.972,1.51964,446.45236,4062.05,1680,1.85,1678.15,121.2385,96.32,0,96.32,222.07,168,0.02,167.98,512.0561202,381.305512,0.05670385,381.2488082,298,355,490,2.555094449,Ca8.28GdP7O28Eu0.01Mn0.07
18.98,12,0.01,11.99,188,63,8,55,430.400646,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.1212702,13.618054,5.670385,7.947669,291.15,106.02,0.63,105.39,629.6834139,244.4598,1.51964,242.94016,1785.05,720,1.85,718.15,51.9995,41.28,0,41.28,96.86,72,0.02,71.98,218.3774726,163.416648,0.05670385,163.3599442,298,355,490,2.58546073,Sr2.79YP3O12Eu0.01Mn0.18
7,4,0.02,3.98,186,63,8,55,428.391044,151.964,15.999,135.965,890,215,60,155,8.78,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.40639,133.24,71.68,1.26,70.42,299.8450426,175.77856,3.03928,172.73928,752.5,275.2,3.7,271.5,17.5322,13.76,0,13.76,32.3,24,0.04,23.96,73.76669703,54.472216,0.1134077,54.3588083,298,355,490,2.589949601,Ba1.28Ca0.64SiO4Eu0.02Mn0.06
7,4,0.02,3.98,186,63,8,55,428.391044,151.964,15.999,135.965,890,215,60,155,8.78,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.40639,133.14,71.68,1,70.68,299.5478418,175.77856,2.19752176,173.5810382,753.3,275.2,3.7,271.5,17.5212,13.76,0,13.76,32.2,24,0.04,23.96,73.74027977,54.472216,0.1134077,54.3588083,298,355,490,2.64246452,Ba1.28Ca0.66SiO4Eu0.02Mn0.04
18.98,12,0.01,11.99,188,63,8,55,430.400646,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.1212702,13.618054,5.670385,7.947669,291.93,108.3,0.63,107.67,631.6443313,249.717,1.51964,248.19736,1788.65,720,1.85,718.15,51.9635,41.28,0,41.28,96.56,72,0.02,71.98,218.2731235,163.416648,0.05670385,163.3599442,298,355,490,2.646403726,Sr2.85YP3O12Eu0.01Mn0.12
44.52,28,0.01,27.99,195,64,8,56,451.202806,157.25,15.999,141.251,845,185,60,125,9.38,3.44,0,3.44,24,7,2,5,49.4720942,13.618054,5.670385,7.947669,564.08,224,0.63,223.37,1165.364756,447.972,1.51964,446.45236,4091.65,1680,1.85,1678.15,121.3875,96.32,0,96.32,222.29,168,0.02,167.98,513.0078077,381.305512,0.05670385,381.2488082,298,355,490,2.673020907,Ca8.46GdP7O28Eu0.01Mn0.05
18.98,12,0.01,11.99,188,63,8,55,430.400646,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.1212702,13.618054,5.670385,7.947669,292.32,109.44,0.63,108.81,632.62479,252.3456,1.51964,250.82596,1790.45,720,1.85,718.15,51.9455,41.28,0,41.28,96.41,72,0.02,71.98,218.220949,163.416648,0.05670385,163.3599442,298,355,490,2.674861141,Sr2.88YP3O12Eu0.01Mn0.09
7,4,0.02,3.98,186,63,8,55,428.391044,151.964,15.999,135.965,890,215,60,155,8.78,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.40639,133.04,71.68,0.5,71.18,299.2506409,175.77856,1.09876088,174.6797991,754.1,275.2,2.8,272.4,17.5102,13.76,0,13.76,32.1,24,0.04,23.96,73.71386252,54.472216,0.1134077,54.3588083,298,355,490,2.706717782,Ba1.28Ca0.68SiO4Eu0.02Mn0.02
18.98,12,0.01,11.99,188,63,8,55,430.400646,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.1212702,13.618054,5.670385,7.947669,292.71,110.58,0.63,109.95,633.6052486,254.9742,1.51964,253.45456,1792.25,720,1.85,718.15,51.9275,41.28,0,41.28,96.26,72,0.02,71.98,218.1687745,163.416648,0.05670385,163.3599442,298,355,490,2.71432976,Sr2.91YP3O12Eu0.01Mn0.06
18.98,12,0.01,11.99,188,63,8,55,430.400646,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.1212702,13.618054,5.670385,7.947669,293.1,111.72,0.63,111.09,634.5857073,257.6028,1.51964,256.08316,1794.05,720,1.85,718.15,51.9095,41.28,0,41.28,96.11,72,0.02,71.98,218.1166,163.416648,0.05670385,163.3599442,298,355,490,2.761927838,Sr2.94YP3O12Eu0.01Mn0.03
7,4,0.02,3.98,161,63,8,55,373.453,151.964,15.999,135.965,750,215,60,155,7.23,3.44,0,3.44,16,6,2,4,38.7649412,13.618054,5.211664,8.40639,132.94,71.68,1.26,70.42,298.95344,175.77856,3.03928,172.73928,754.9,275.2,3.7,271.5,17.4992,13.76,0,13.76,32,24,0.04,23.96,73.68744526,54.472216,0.1134077,54.3588083,298,355,490,2.781755375,Ba1.28Ca0.7SiO4Eu0.02
44.68,28,0.01,27.99,195,64,8,56,451.202806,157.25,15.999,141.251,845,185,60,125,9.38,3.44,0,3.44,24,7,2,5,49.4720942,13.618054,5.670385,7.947669,567.18,224,0.63,223.37,1171.480035,447.972,1.51964,446.45236,4121.25,1680,1.85,1678.15,121.5365,96.32,0,96.32,222.51,168,0.02,167.98,513.9594953,381.305512,0.05670385,381.2488082,298,355,490,2.786751422,Ca8.64GdP7O28Eu0.01Mn0.03
18.98,12,0.01,11.99,188,63,8,55,430.400646,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.1212702,13.618054,5.670385,7.947669,293.295,112.29,0.375,111.915,635.0759367,258.9171,0.82407066,258.0930293,1794.95,720,1.85,718.15,51.9005,41.28,0,41.28,96.035,72,0.02,71.98,218.0905127,163.416648,0.05670385,163.3599442,298,355,490,2.789580712,Sr2.955YP3O12Eu0.01Mn0.015
18.98,12,0.01,11.99,163,63,8,55,375.462602,151.964,15.999,135.965,725,200,60,140,7.8,3.44,0,3.44,18,6,2,4,41.6872522,13.618054,5.670385,7.947669,293.49,112.86,0.63,112.23,635.566166,260.2314,1.51964,258.71176,1795.85,720,1.85,718.15,51.8915,41.28,0,41.28,95.96,72,0.02,71.98,218.0644254,163.416648,0.05670385,163.3599442,298,355,490,2.816903839,Sr2.97YP3O12Eu0.01
44.76,28,0.01,27.99,195,64,8,56,451.202806,157.25,15.999,141.251,845,185,60,125,9.38,3.44,0,3.44,24,7,2,5,49.4720942,13.618054,5.670385,7.947669,568.73,224,0.5,223.5,1174.537675,447.972,1.09876088,446.8732391,4136.05,1680,1.85,1678.15,121.611,96.32,0,96.32,222.62,168,0.02,167.98,514.4353391,381.305512,0.05670385,381.2488082,298,355,490,2.830588669,Ca8.73GdP7O28Eu0.01Mn0.02
44.84,28,0.01,27.99,195,64,8,56,451.202806,157.25,15.999,141.251,845,185,60,125,9.38,3.44,0,3.44,24,7,2,5,49.4720942,13.618054,5.670385,7.947669,570.28,224,0.25,223.75,1177.595314,447.972,0.54938044,447.4226196,4150.85,1680,1.4,1678.6,121.6855,96.32,0,96.32,222.73,168,0.02,167.98,514.9111829,381.305512,0.05670385,381.2488082,298,355,490,2.897077003,Ca8.82GdP7O28Eu0.01Mn0.01
44.92,28,0.01,27.99,170,64,8,56,396.264762,157.25,15.999,141.251,705,185,60,125,7.83,3.44,0,3.44,17,6,2,4,42.0380762,13.618054,5.670385,7.947669,571.83,224,0.63,223.37,1180.652954,447.972,1.51964,446.45236,4165.65,1680,1.85,1678.15,121.76,96.32,0,96.32,222.84,168,0.02,167.98,515.3870267,381.305512,0.05670385,381.2488082,298,355,490,2.92890769,Ca8.91GdP7O28Eu0.01
20.03,12,0.03,11.97,155,63,8,55,347.3522693,151.964,15.999,135.965,875,185,60,125,8.65,3.44,0,3.44,28,12,1,11,46.6810569,13.618054,5.1390767,8.4789773,277.62,96,1.89,94.11,582.7645424,191.988,4.55892,187.42908,1940.55,720,5.55,714.45,52.3979,41.28,0,41.28,116.03,72,0.06,71.94,219.9498833,163.416648,0.17011155,163.2465365,298,365,497,6.941014244,Ca1.97Na1.03Zn2V3O12Eu0.03
18.79,12,0.005,11.995,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,266.845,102.03,0.315,101.715,571.3785184,235.2597,0.75982,234.49988,1731.925,720,0.925,719.075,51.91575,41.28,0,41.28,96.08,72,0.01,71.99,217.5006682,163.416648,0.028351925,163.3882961,298,350,500,2.472756449,Sr2.685ScP3O12Eu0.005Mn0.1
18.83,12,0.005,11.995,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,268.625,104.31,0.315,103.995,575.5369575,240.5169,0.75982,239.75708,1741.125,720,0.925,719.075,51.94175,41.28,0,41.28,96.06,72,0.01,71.99,217.6936798,163.416648,0.028351925,163.3882961,298,350,500,2.574031268,Sr2.745ScP3O12Eu0.005Mn0.08
18.87,12,0.005,11.995,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,270.405,106.59,0.315,106.275,579.6953966,245.7741,0.75982,245.01428,1750.325,720,0.925,719.075,51.96775,41.28,0,41.28,96.04,72,0.01,71.99,217.8866915,163.416648,0.028351925,163.3882961,298,350,500,2.681241237,Sr2.805ScP3O12Eu0.005Mn0.06
18.91,12,0.005,11.995,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,272.185,108.87,0.315,108.555,583.8538358,251.0313,0.75982,250.27148,1759.525,720,0.925,719.075,51.99375,41.28,0,41.28,96.02,72,0.01,71.99,218.0797032,163.416648,0.028351925,163.3882961,298,350,500,2.698970004,Sr2.865ScP3O12Eu0.005Mn0.04
18.93,12,0.005,11.995,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,273.075,110.01,0.315,109.695,585.9330553,253.6599,0.75982,252.90008,1764.125,720,0.925,719.075,52.00675,41.28,0,41.28,96.01,72,0.01,71.99,218.176209,163.416648,0.028351925,163.3882961,298,350,500,2.707570176,Sr2.895ScP3O12Eu0.005Mn0.03
18.95,12,0.005,11.995,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,273.965,111.15,0.315,110.835,588.0122749,256.2885,0.75982,255.52868,1768.725,720,0.925,719.075,52.01975,41.28,0,41.28,96,72,0.01,71.99,218.2727148,163.416648,0.028351925,163.3882961,298,350,500,2.740362689,Sr2.925ScP3O12Eu0.005Mn0.02
18.97,12,0.005,11.995,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,274.855,112.29,0.25,112.04,590.0914944,258.9171,0.54938044,258.3677196,1773.325,720,0.925,719.075,52.03275,41.28,0,41.28,95.99,72,0.01,71.99,218.3692207,163.416648,0.028351925,163.3882961,298,350,500,2.748188027,Sr2.955ScP3O12Eu0.005Mn0.01
18.98,12,0.005,11.995,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,275.3,112.86,0.125,112.735,591.1311042,260.2314,0.27469022,259.9567098,1775.625,720,0.7,719.3,52.03925,41.28,0,41.28,95.985,72,0.01,71.99,218.4174736,163.416648,0.028351925,163.3882961,298,350,500,2.759667845,Sr2.97ScP3O12Eu0.005Mn0.005
18.99,12,0.005,11.995,145,63,8,55,331.51267,151.964,15.999,135.965,705,200,60,140,7.94,3.44,0,3.44,18,6,2,4,42.0314822,13.618054,5.670385,7.947669,275.745,113.43,0.315,113.115,592.170714,261.5457,0.75982,260.78588,1777.925,720,0.925,719.075,52.04575,41.28,0,41.28,95.98,72,0.01,71.99,218.4657265,163.416648,0.028351925,163.3882961,298,350,500,2.778874472,Sr2.985ScP3O12Eu0.005
14.2,8,0.2,7.8,202,71,8,63,479.3391,174.9668,15.999,158.9678,790,235,60,175,6.89,3.44,0,3.44,16,6,1,5,35.637625,13.618054,4.177128,9.440926,304.6,111,12.6,98.4,691.638,256.4034,30.3928,226.0106,1667,705,37,668,34.24,27.52,0,27.52,63.4,48,0.4,47.6,141.528138,108.944432,1.134077,107.810355,298,320,500,4.243286146,Rb3LuV2O8Eu0.2
14.15,8,0.15,7.85,202,71,8,63,479.3391,174.9668,15.999,158.9678,790,235,60,175,6.89,3.44,0,3.44,16,6,1,5,35.637625,13.618054,4.177128,9.440926,301.45,111,9.45,101.55,684.0398,256.4034,22.7946,233.6088,1657.75,705,27.75,677.25,34.24,27.52,0,27.52,63.3,48,0.3,47.7,141.2446188,108.944432,0.85055775,108.0938743,298,320,500,4.273232834,Rb3LuV2O8Eu0.15
14.1,8,0.1,7.9,202,71,8,63,479.3391,174.9668,15.999,158.9678,790,235,60,175,6.89,3.44,0,3.44,16,6,1,5,35.637625,13.618054,4.177128,9.440926,298.3,111,6.3,104.7,676.4416,256.4034,15.1964,241.207,1648.5,705,18.5,686.5,34.24,27.52,0,27.52,63.2,48,0.2,47.8,140.9610995,108.944432,0.5670385,108.3773935,298,320,500,4.288249226,Rb3LuV2O8Eu0.1
14.08,8,0.08,7.92,202,71,8,63,479.3391,174.9668,15.999,158.9678,790,235,60,175,6.89,3.44,0,3.44,16,6,1,5,35.637625,13.618054,4.177128,9.440926,297.04,111,5.04,105.96,673.40232,256.4034,12.15712,244.24628,1644.8,705,14.8,690.2,34.24,27.52,0,27.52,63.16,48,0.16,47.84,140.8476918,108.944432,0.4536308,108.4908012,298,320,500,4.306853749,Rb3LuV2O8Eu0.08
14.05,8,0.05,7.95,202,71,8,63,479.3391,174.9668,15.999,158.9678,790,235,60,175,6.89,3.44,0,3.44,16,6,1,5,35.637625,13.618054,4.177128,9.440926,295.15,111,3.15,107.85,668.8434,256.4034,7.5982,248.8052,1639.25,705,9.25,695.75,34.24,27.52,0,27.52,63.1,48,0.1,47.9,140.6775803,108.944432,0.28351925,108.6609128,298,320,500,4.331224781,Rb3LuV2O8Eu0.05
14.02,8,0.02,7.98,202,71,8,63,479.3391,174.9668,15.999,158.9678,790,235,60,175,6.89,3.44,0,3.44,16,6,1,5,35.637625,13.618054,4.177128,9.440926,293.26,111,1.26,109.74,664.28448,256.4034,3.03928,253.36412,1633.7,705,3.7,701.3,34.24,27.52,0,27.52,63.04,48,0.04,47.96,140.5074687,108.944432,0.1134077,108.8310243,298,320,500,4.360025089,Rb3LuV2O8Eu0.02
45.105,28,0.005,27.995,188,63,8,55,432.858276,151.964,15.999,135.965,860,195,60,135,9.28,3.44,0,3.44,25,7,2,5,48.8991982,13.618054,5.5769,8.041154,568.815,224,0.315,223.685,1170.649428,447.972,0.75982,447.21218,4209.925,1680,0.925,1679.075,121.905,96.32,0,96.32,224.71,168,0.01,167.99,516.0793645,381.305512,0.028351925,381.2771601,298,365,502,1.411619706,Ca9LaP7O28Eu0.005Mn0.1
45.075,28,0.005,27.995,188,63,8,55,432.858276,151.964,15.999,135.965,860,195,60,135,9.28,3.44,0,3.44,25,7,2,5,48.8991982,13.618054,5.5769,8.041154,568.065,224,0.315,223.685,1169.001287,447.972,0.75982,447.21218,4205.725,1680,0.925,1679.075,121.8585,96.32,0,96.32,224.5,168,0.01,167.99,515.856344,381.305512,0.028351925,381.2771601,298,365,502,1.745855195,Ca9LaP7O28Eu0.005Mn0.07
45.055,28,0.005,27.995,188,63,8,55,432.858276,151.964,15.999,135.965,860,195,60,135,9.28,3.44,0,3.44,25,7,2,5,48.8991982,13.618054,5.5769,8.041154,567.565,224,0.315,223.685,1167.902526,447.972,0.75982,447.21218,4202.925,1680,0.925,1679.075,121.8275,96.32,0,96.32,224.36,168,0.01,167.99,515.7076636,381.305512,0.028351925,381.2771601,298,365,502,2.120573931,Ca9LaP7O28Eu0.005Mn0.05
45.035,28,0.005,27.995,188,63,8,55,432.858276,151.964,15.999,135.965,860,195,60,135,9.28,3.44,0,3.44,25,7,2,5,48.8991982,13.618054,5.5769,8.041154,567.065,224,0.315,223.685,1166.803765,447.972,0.75982,447.21218,4200.125,1680,0.925,1679.075,121.7965,96.32,0,96.32,224.22,168,0.01,167.99,515.5589833,381.305512,0.028351925,381.2771601,298,365,502,2.627365857,Ca9LaP7O28Eu0.005Mn0.03
45.02,28,0.005,27.995,188,63,8,55,432.858276,151.964,15.999,135.965,860,195,60,135,9.28,3.44,0,3.44,25,7,2,5,48.8991982,13.618054,5.5769,8.041154,566.69,224,0.315,223.685,1165.979695,447.972,0.75982,447.21218,4198.025,1680,0.925,1679.075,121.77325,96.32,0,96.32,224.115,168,0.01,167.99,515.447473,381.305512,0.028351925,381.2771601,298,365,502,2.78604121,Ca9LaP7O28Eu0.005Mn0.015
45.015,28,0.005,27.995,188,63,8,55,432.858276,151.964,15.999,135.965,860,195,60,135,9.28,3.44,0,3.44,25,7,2,5,48.8991982,13.618054,5.5769,8.041154,566.565,224,0.25,223.75,1165.705004,447.972,0.54938044,447.4226196,4197.325,1680,0.925,1679.075,121.7655,96.32,0,96.32,224.08,168,0.01,167.99,515.4103029,381.305512,0.028351925,381.2771601,298,365,502,2.88536122,Ca9LaP7O28Eu0.005Mn0.01
45.005,28,0.005,27.995,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,566.315,224,0.315,223.685,1165.155624,447.972,0.75982,447.21218,4195.925,1680,0.925,1679.075,121.75,96.32,0,96.32,224.01,168,0.01,167.99,515.3359627,381.305512,0.028351925,381.2771601,298,365,502,2.923244019,Ca9LaP7O28Eu0.005
44.144,28,0.007,27.993,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,612.681,224,0.441,223.559,1296.297612,447.972,1.063748,446.908252,4111.955,1680,1.295,1678.705,120.837,96.32,0,96.32,222.788,168,0.014,167.986,508.9618008,381.305512,0.039692695,381.2658193,298,380,508,1.838219222,Ca3.537Sr4.5YP7O28Eu0.007Mn0.1
44.384,28,0.007,27.993,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,617.331,224,0.441,223.559,1305.470531,447.972,1.063748,446.908252,4156.355,1680,1.295,1678.705,121.0605,96.32,0,96.32,223.118,168,0.014,167.986,510.3893322,381.305512,0.039692695,381.2658193,298,380,508,2.324282455,Ca3.807Sr4.5YP7O28Eu0.007Mn0.07
44.544,28,0.007,27.993,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,620.431,224,0.441,223.559,1311.58581,447.972,1.063748,446.908252,4185.955,1680,1.295,1678.705,121.2095,96.32,0,96.32,223.338,168,0.014,167.986,511.3410198,381.305512,0.039692695,381.2658193,298,380,508,2.547774705,Ca3.987Sr4.5YP7O28Eu0.007Mn0.05
44.704,28,0.007,27.993,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,623.531,224,0.441,223.559,1317.701089,447.972,1.063748,446.908252,4215.555,1680,1.295,1678.705,121.3585,96.32,0,96.32,223.558,168,0.014,167.986,512.2927074,381.305512,0.039692695,381.2658193,298,380,508,2.745074792,Ca4.167Sr4.5YP7O28Eu0.007Mn0.03
44.784,28,0.007,27.993,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,625.081,224,0.441,223.559,1320.758729,447.972,1.063748,446.908252,4230.355,1680,1.295,1678.705,121.433,96.32,0,96.32,223.668,168,0.014,167.986,512.7685511,381.305512,0.039692695,381.2658193,298,380,508,2.843232778,Ca4.257Sr4.5YP7O28Eu0.007Mn0.02
44.864,28,0.007,27.993,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,626.631,224,0.25,223.75,1323.816368,447.972,0.54938044,447.4226196,4245.155,1680,1.295,1678.705,121.5075,96.32,0,96.32,223.778,168,0.014,167.986,513.2443949,381.305512,0.039692695,381.2658193,298,380,508,2.936010796,Ca4.347Sr4.5YP7O28Eu0.007Mn0.01
44.904,28,0.005,27.995,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,627.406,224,0.125,223.875,1325.345188,447.972,0.27469022,447.6973098,4252.555,1680,0.7,1679.3,121.54475,96.32,0,96.32,223.833,168,0.014,167.986,513.4823168,381.305512,0.03717009,381.2683419,298,380,508,2.963787827,Ca4.392Sr4.5YP7O28Eu0.007Mn0.005
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,628.181,224,0.441,223.559,1326.874008,447.972,1.063748,446.908252,4259.955,1680,1.295,1678.705,121.582,96.32,0,96.32,223.888,168,0.014,167.986,513.7202387,381.305512,0.039692695,381.2658193,298,380,508,2.996949248,Ca4.437Sr4.5YP7O28Eu0.007
19.06,6,0.06,5.94,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,461.78,280,3.78,276.22,1060.61684,686.635,9.11784,677.51716,2266.1,1075,11.1,1063.9,47.85,20.64,0,20.64,96.12,42,0.12,41.88,202.2160131,81.708324,0.3402231,81.3681009,298,400,510,2.631220476,Ba5Si2O6Cl6Eu0.06
19.05,6,0.05,5.95,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,461.15,280,3.15,276.85,1059.0972,686.635,7.5982,679.0368,2264.25,1075,9.25,1065.75,47.85,20.64,0,20.64,96.1,42,0.1,41.9,202.1593093,81.708324,0.28351925,81.42480475,298,400,510,2.640183192,Ba5Si2O6Cl6Eu0.05
19.04,6,0.04,5.96,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,460.52,280,2.52,277.48,1057.57756,686.635,6.07856,680.55644,2262.4,1075,7.4,1067.6,47.85,20.64,0,20.64,96.08,42,0.08,41.92,202.1026054,81.708324,0.2268154,81.4815086,298,400,510,2.64267222,Ba5Si2O6Cl6Eu0.04
45.27,28,0.03,27.97,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,699.11,339.72,1.89,337.83,1514.107375,783.3228,4.55892,778.76388,4375.55,1788,5.55,1782.45,121.968,96.32,0,96.32,226.04,168,0.06,167.94,514.5862337,381.305512,0.17011155,381.1354005,298,365,510,2.658964843,Sr8.94ScP7O28Eu0.03Mn0.3
19.03,6,0.03,5.97,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,459.89,280,1.89,278.11,1056.05792,686.635,4.55892,682.07608,2260.55,1075,5.55,1069.45,47.85,20.64,0,20.64,96.06,42,0.06,41.94,202.0459016,81.708324,0.17011155,81.53821245,298,400,510,2.677104852,Ba5Si2O6Cl6Eu0.03
45.18,28,0.03,27.97,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,696.99,340.1,1.89,338.21,1509.489771,784.199,4.55892,779.64008,4363.55,1790,5.55,1784.45,121.8225,96.32,0,96.32,225.36,168,0.06,167.94,513.8997806,381.305512,0.17011155,381.1354005,298,365,510,2.688419822,Sr8.95ScP7O28Eu0.03Mn0.2
19.02,6,0.02,5.98,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,459.26,280,1.26,278.74,1054.53828,686.635,3.03928,683.59572,2258.7,1075,3.7,1071.3,47.85,20.64,0,20.64,96.04,42,0.04,41.96,201.9891977,81.708324,0.1134077,81.5949163,298,400,510,2.714094943,Ba5Si2O6Cl6Eu0.02
45.09,28,0.03,27.97,170,63,8,55,386.450714,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669,694.87,340.48,1.89,338.59,1504.872166,785.0752,4.55892,780.51628,4351.55,1792,5.55,1786.45,121.677,96.32,0,96.32,224.68,168,0.06,167.94,513.2133275,381.305512,0.17011155,381.1354005,298,365,510,2.72427587,Sr8.96ScP7O28Eu0.03Mn0.1
19.01,6,0.01,5.99,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,458.63,280,0.63,279.37,1053.01864,686.635,1.51964,685.11536,2256.85,1075,1.85,1073.15,47.85,20.64,0,20.64,96.02,42,0.02,41.98,201.9324939,81.708324,0.05670385,81.65162015,298,400,510,2.728402485,Ba5Si2O6Cl6Eu0.01
