Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),Monitoring energy (nm),Log10 Decay time ( log10[ns]),Formula
22,14,0.3,13.7,206,64,8,56,483.49937,157.25,15.999,141.251,705,185,60,125,7.89,3.44,0,3.44,27,12,2,10,41.591284,13.618054,5.670385,7.947669,486.7,172.8,18.9,153.9,1103.62931,424.575,45.5892,378.9858,2086.5,840,55.5,784.5,59.5,48.16,0,48.16,129,84,0.6,83.4,248.0232687,190.652756,1.7011155,188.9516405,298,392,613,5.806179974,Gd2.7Zn2Nb3O14Eu0.3
22,14,0.4,13.6,206,64,8,56,483.49937,157.25,15.999,141.251,705,185,60,125,7.89,3.44,0,3.44,27,12,2,10,41.591284,13.618054,5.670385,7.947669,486.6,166.4,25.2,141.2,1103.10071,408.85,60.7856,348.0644,2087,840,74,766,59.38,48.16,0,48.16,129,84,0.8,83.2,247.9753276,190.652756,2.268154,188.384602,298,392,613,5.812913357,Gd2.6Zn2Nb3O14Eu0.4
9.15,6,0.15,5.85,196,83,8,75,472.8934,208.9804,15.999,192.9814,550,185,60,125,7.5,3.44,0,3.44,19,6,2,4,33.666385,13.618054,5.670385,7.947669,265.45,166,9.45,156.55,632.6994,417.9608,22.7946,395.1662,852.75,360,27.75,332.25,26.6,20.64,0,20.64,52.3,36,0.3,35.7,104.2223438,81.708324,0.85055775,80.85776625,298,328,613,5.821513528,Bi2MoO6Eu0.15
20.96,13,0.04,12.96,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,331.28,164,2.52,161.48,709.3038678,371.62548,6.07856,365.54692,2073,780,7.4,772.6,54.9028,44.72,0,44.72,103.96,78,0.08,77.92,226.3512919,177.034702,0.2268154,176.8078866,298,395,613,5.859438535,Na1.96Ca1.96Nb4O13Eu0.04
20.98,13,0.02,12.98,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,330.64,164,1.26,162.74,707.5259432,371.62548,3.03928,368.5862,2076.5,780,3.7,776.3,54.9414,44.72,0,44.72,103.98,78,0.04,77.96,226.4629289,177.034702,0.1134077,176.9212943,298,395,613,5.867172751,Na1.98Ca1.98Nb4O13Eu0.02
16.5,10.5,0.1,10.4,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,385.6,165.3,6.3,159,886.533973,402.825863,15.1964,387.629463,1684,630,18.5,611.5,44.09,36.12,0,36.12,83.9,63,0.2,62.8,180.0496425,142.989567,0.5670385,142.4225285,298,392,613,5.886490725,La2.9YSnNbO10.5Eu0.1
16.5,10.5,0.3,10.2,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,386.8,153.9,18.9,135,889.145679,375.044769,45.5892,329.455569,1682,630,55.5,574.5,43.87,36.12,0,36.12,83.7,63,0.6,62.4,180.0683395,142.989567,1.7011155,141.2884515,298,392,613,5.886490725,La2.7YSnNbO10.5Eu0.3
16.5,10.5,0.5,10,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,388,142.5,31.5,111,891.757385,347.263675,75.982,271.281675,1680,630,92.5,537.5,43.65,36.12,0,36.12,83.5,63,1,62,180.0870365,142.989567,2.8351925,140.1543745,298,392,613,5.892094603,La2.5YSnNbO10.5Eu0.5
16.5,10.5,0.75,9.75,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,389.5,128.25,39,89.25,895.0220175,312.5373075,88.90584,223.6314675,1677.5,630,138.75,491.25,43.375,36.12,0,36.12,83.25,63,1.5,61.5,180.1104078,142.989567,4.25278875,138.7367783,298,392,613,5.903089987,La2.25YSnNbO10.5Eu0.75
16.5,10.5,1,9.5,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,391,114,39,75,898.28665,277.81094,88.90584,188.9051,1675,630,145,485,43.1,36.12,0,36.12,83,63,2,61,180.133779,142.989567,5.670385,137.319182,298,392,613,5.908485019,La2YSnNbO10.5Eu1
10.7,7,0.3,6.7,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,281.1,116.2,18.9,97.3,665.37476,292.57256,45.5892,246.98336,1039.5,420,55.5,364.5,29.79,24.08,0,24.08,57.6,42,0.6,41.4,121.9317431,95.326378,1.7011155,93.6252625,298,465,613,5.929418926,SrBi1.4TeO7Eu0.3
16.5,10.5,0.15,10.35,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,385.9,162.45,9.45,153,887.1868995,395.8805895,22.7946,373.0859895,1683.5,630,27.75,602.25,44.035,36.12,0,36.12,83.85,63,0.3,62.7,180.0543168,142.989567,0.85055775,142.1390093,298,392,613,5.934498451,La2.85YSnNbO10.5Eu0.15
16.5,10.5,1,9.5,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,392.5,99.75,39,60.75,901.5512825,243.0845725,88.90584,154.1787325,1672.5,630,145,485,42.825,36.12,0,36.12,82.75,63,2.5,60.5,180.1571503,142.989567,6.21726,136.772307,298,392,613,5.944482672,La1.75YSnNbO10.5Eu1.25
16.5,10.5,0.15,10.35,272,71,8,63,643.45201,174.9668,15.999,158.9678,890,185,60,125,9.22,3.44,0,3.44,22,6,2,4,45.034337,13.618054,5.425871,8.192183,425.8,202.35,9.45,192.9,989.96169,498.65538,22.7946,475.86078,1626.5,630,27.75,602.25,43.75,36.12,0,36.12,81,63,0.3,62.7,179.6238841,142.989567,0.85055775,142.1390093,298,392,613,6.037426498,Lu2.85YSnNbO10.5Eu0.15
16.5,10.5,0.15,10.35,240,63,8,55,557.39105,151.964,15.999,135.965,895,185,60,125,9.44,3.44,0,3.44,23,6,2,4,45.825726,13.618054,5.670385,7.947669,334.6,111.15,9.45,101.7,744.687954,253.381644,22.7946,230.587044,1640.75,630,27.75,602.25,44.377,36.12,0,36.12,83.85,63,0.3,62.7,181.8793428,142.989567,0.85055775,142.1390093,298,392,613,6.045322979,Y2.85YSnNbO10.5Eu0.15
16.5,10.5,0.15,10.35,265,64,8,56,625.73521,157.25,15.999,141.251,895,185,60,125,9.42,3.44,0,3.44,22,6,2,4,45.758262,13.618054,5.670385,7.947669,405.85,182.4,9.45,172.95,939.46881,448.1625,22.7946,425.3679,1640.75,630,27.75,602.25,44.32,36.12,0,36.12,81,63,0.3,62.7,181.6870704,142.989567,0.85055775,142.1390093,298,392,613,6.08278537,Gd2.85YSnNbO10.5Eu0.15
10.85,7,0.15,6.85,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,296.55,141.1,9.45,131.65,705.27428,355.26668,22.7946,332.47208,1059.75,420,27.75,392.25,30.36,24.08,0,24.08,58.8,42,0.3,41.7,123.2668402,95.326378,0.85055775,94.47582025,298,465,613,6.155336037,SrBi1.7TeO7Eu0.15
40.7,25,0.06,24.94,198,63,8,55,472.28047,151.964,15.999,135.965,765,215,60,155,7.33,3.44,0,3.44,17,6,2,4,38.228686,13.618054,5.211664,8.40639,833.26,321.48,3.78,317.7,1910.337691,783.4268508,9.11784,774.3090108,4130.9,1500,11.1,1488.9,107.164,86,0,86,199.04,150,0.12,149.88,442.0020431,340.45135,0.3402231,340.1111269,298,394,613,6.193124598,Ba4La5.64Si6O25Eu0.06
28.11,17,0.11,16.89,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,418.93,136,6.93,129.07,902.70104,274.654,16.71604,257.93796,2580.35,1020,20.35,999.65,75.96,58.48,0,58.48,156.22,102,0.22,101.78,316.3656396,231.506918,0.62374235,230.8831757,298,395,613,6.212986185,Ba2CaZn2Si6O17Eu0.11
9.05,6,0.05,5.95,196,83,8,75,472.8934,208.9804,15.999,192.9814,550,185,60,125,7.5,3.44,0,3.44,19,6,2,4,33.666385,13.618054,5.670385,7.947669,259.15,166,3.15,162.85,617.503,417.9608,7.5982,410.3626,834.25,360,9.25,350.75,26.6,20.64,0,20.64,52.1,36,0.1,35.9,103.6553053,81.708324,0.28351925,81.42480475,298,328,613,6.242541428,Bi2MoO6Eu0.05
28.09,17,0.09,16.91,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,417.67,136,5.67,130.33,899.66176,274.654,13.67676,260.97724,2576.65,1020,16.65,1003.35,75.96,58.48,0,58.48,156.18,102,0.18,101.82,316.2522319,231.506918,0.51033465,230.9965834,298,395,613,6.24674471,Ba2CaZn2Si6O17Eu0.09
28.07,17,0.07,16.93,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,416.41,136,4.41,131.59,896.62248,274.654,10.63748,264.01652,2572.95,1020,12.95,1007.05,75.96,58.48,0,58.48,156.14,102,0.14,101.86,316.1388242,231.506918,0.39692695,231.1099911,298,395,613,6.249442961,Ba2CaZn2Si6O17Eu0.07
6,3,0.15,2.85,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,66.45,24,5,19,138.6576693,47.997,10.81,37.187,625.75,180,27.75,152.25,14.14,10.32,0,10.32,24,18,0.3,17.7,60.33799737,40.854162,0.85055775,40.00360425,298,395,613,6.253338005,NaCa0.85BO3Eu0.15
6,3,0.13,2.87,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,65.59,24,5,19,136.4199493,47.997,10.81,37.187,625.65,180,24.05,155.95,14.16,10.32,0,10.32,24,18,0.26,17.74,60.34685277,40.854162,0.73715005,40.11701195,298,395,613,6.258876629,NaCa0.87BO3Eu0.13
6,3,0.11,2.89,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,64.73,24,5,19,134.1822293,47.997,10.81,37.187,625.55,180,20.35,159.65,14.18,10.32,0,10.32,24,18,0.22,17.78,60.35570818,40.854162,0.62374235,40.23041965,298,395,613,6.262688344,NaCa0.89BO3Eu0.11
6,3,0.09,2.91,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,63.87,24,5,19,131.9445093,47.997,10.81,37.187,625.45,180,16.65,163.35,14.2,10.32,0,10.32,24,18,0.18,17.82,60.36456358,40.854162,0.51033465,40.34382735,298,395,613,6.264581729,NaCa0.91BO3Eu0.09
6,3,0.07,2.93,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,63.01,24,4.41,19.59,129.7067893,47.997,10.63748,37.35952,625.35,180,12.95,167.05,14.22,10.32,0,10.32,24,18,0.14,17.86,60.37341899,40.854162,0.39692695,40.45723505,298,395,613,6.26599637,NaCa0.93BO3Eu0.07
6,3,0.05,2.95,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,62.15,24,3.15,20.85,127.4690693,47.997,7.5982,40.3988,625.25,180,9.25,170.75,14.24,10.32,0,10.32,24,18,0.1,17.9,60.38227439,40.854162,0.28351925,40.57064275,298,395,613,6.269979677,NaCa0.95BO3Eu0.05
6,3,0.03,2.97,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,61.29,24,1.89,22.11,125.2313493,47.997,4.55892,43.43808,625.15,180,5.55,174.45,14.26,10.32,0,10.32,24,18,0.06,17.94,60.39112979,40.854162,0.17011155,40.68405045,298,395,613,6.272769587,NaCa0.97BO3Eu0.03
28.05,17,0.05,16.95,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,415.15,136,3.15,132.85,893.5832,274.654,7.5982,267.0558,2569.25,1020,9.25,1010.75,75.96,58.48,0,58.48,156.1,102,0.1,101.9,316.0254165,231.506918,0.28351925,231.2233988,298,395,613,6.275541688,Ba2CaZn2Si6O17Eu0.05
28.03,17,0.03,16.97,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,413.89,136,1.89,134.11,890.54392,274.654,4.55892,270.09508,2565.55,1020,5.55,1014.45,75.96,58.48,0,58.48,156.06,102,0.06,101.94,315.9120088,231.506918,0.17011155,231.3368065,298,395,613,6.277379975,Ba2CaZn2Si6O17Eu0.03
6,3,0.01,2.99,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,60.43,24,0.63,23.37,122.9936293,47.997,1.51964,46.47736,625.05,180,1.85,178.15,14.28,10.32,0,10.32,24,18,0.02,17.98,60.3999852,40.854162,0.05670385,40.79745815,298,395,613,6.28171497,NaCa0.99BO3Eu0.01
28.01,17,0.01,16.99,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,412.63,136,0.63,135.37,887.50464,274.654,1.51964,273.13436,2561.85,1020,1.85,1018.15,75.96,58.48,0,58.48,156.02,102,0.02,101.98,315.7986011,231.506918,0.05670385,231.4502142,298,395,613,6.32407658,Ba2CaZn2Si6O17Eu0.01
28.005,17,0.005,16.995,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,412.315,136,0.315,135.685,886.74482,274.654,0.75982,273.89418,2560.925,1020,0.925,1019.075,75.96,58.48,0,58.48,156.01,102,0.01,101.99,315.7702491,231.506918,0.028351925,231.4785661,298,395,613,6.351022853,Ba2CaZn2Si6O17Eu0.005
10.98,7,0.02,6.98,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,309.94,162.68,1.26,161.42,739.853864,409.601584,3.03928,406.562304,1077.3,420,3.7,416.3,30.854,24.08,0,24.08,59.84,42,0.04,41.96,124.4239243,95.326378,0.1134077,95.2129703,298,465,613,6.372912003,SrBi1.96TeO7Eu0.02
19,12,0.06,11.94,163,63,8,55,375.462602,151.964,15.999,135.965,725,200,60,140,7.8,3.44,0,3.44,18,6,2,4,41.6872522,13.618054,5.670385,7.947669,295.44,114,3.78,110.22,640.4586156,262.86,9.11784,253.74216,1800.3,720,11.1,708.9,51.8468,41.28,0,41.28,95.94,72,0.12,71.88,218.1457551,163.416648,0.3402231,163.0764249,298,392,613,6.380211242,Sr3Y0.94P3O12Eu0.06
11,6,0.3,5.7,190,63,5,58,444.10414,151.964,10.81,141.154,945,220,60,160,8.41,3.44,0,3.44,17,6,1,5,43.35604554,13.618054,4.34066354,9.27739046,188.8,56,10,46,427.085852,137.327,21.62,115.707,1148.5,360,54,306,26.796,20.64,0,20.64,47.3,36,0.9,35.1,113.691137,81.708324,1.865178,79.843146,298,394,613,6.710117365,KBaY0.3B2O6Eu0.7
11,6,0.3,5.7,182,63,5,58,427.9956093,151.964,10.81,141.154,905,215,60,155,8.52,3.44,0,3.44,17,6,1,5,44.1544587,13.618054,5.1390767,8.4789773,180.8,56,10,46,410.9773213,137.327,21.62,115.707,1108.5,360,54,306,26.906,20.64,0,20.64,47.3,36,0.9,35.1,114.4895502,81.708324,1.865178,79.843146,298,394,613,6.868056362,NaBaY0.3B2O6Eu0.7
10,6,0.05,5.95,184,63,3,60,423.853,151.964,6.94,145.024,870,200,60,140,9.18,3.44,0,3.44,29,12,1,11,46.86164996,13.618054,5.391714761,8.226339239,195.5,72.2,0.15,72.05,431.7472,166.478,0.347,166.131,1036.5,380,7.25,372.75,26.304,20.64,0,20.64,57.95,36,0.05,35.95,109.5683057,81.708324,0.269585738,81.43873826,298,367,614,5.450249108,Sr1.9ZnMoO6Li0.05Eu0.05
10,6,0.05,5.95,258,74,3,71,607.693,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.72567996,13.618054,5.391714761,8.226339239,201.9,72.2,0.15,72.05,449.3252,166.478,0.347,166.131,1034.5,380,7.25,372.75,26.212,20.64,0,20.64,57.95,36,0.05,35.95,109.7226257,81.708324,0.269585738,81.43873826,298,367,614,5.469822016,Sr1.9ZnW0.2Mo0.8O6Li0.05Eu0.05
10,6,0.05,5.95,258,74,3,71,607.693,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.72567996,13.618054,5.391714761,8.226339239,208.3,72.2,0.15,72.05,466.9032,166.478,0.347,166.131,1032.5,380,7.25,372.75,26.12,20.64,0,20.64,57.95,36,0.05,35.95,109.8769457,81.708324,0.269585738,81.43873826,298,367,614,5.494154594,Sr1.9ZnW0.4Mo0.6O6Li0.05Eu0.05
10,6,0.05,5.95,258,74,3,71,607.693,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.72567996,13.618054,5.391714761,8.226339239,214.7,72.2,0.15,72.05,484.4812,166.478,0.347,166.131,1030.5,380,7.25,372.75,26.028,20.64,0,20.64,57.95,36,0.05,35.95,110.0312657,81.708324,0.269585738,81.43873826,298,367,614,5.5132176,Sr1.9ZnW0.6Mo0.4O6Li0.05Eu0.05
10,6,0.05,5.95,258,74,3,71,607.693,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.72567996,13.618054,5.391714761,8.226339239,221.1,72.2,0.15,72.05,502.0592,166.478,0.347,166.131,1028.5,380,7.25,372.75,25.936,20.64,0,20.64,57.95,36,0.05,35.95,110.1855857,81.708324,0.269585738,81.43873826,298,367,614,5.532754379,Sr1.9ZnW0.8Mo0.2O6Li0.05Eu0.05
10,6,0.05,5.95,216,74,3,71,511.743,183.84,6.94,176.9,860,200,60,140,8.72,3.44,0,3.44,29,12,1,11,47.63324996,13.618054,5.391714761,8.226339239,227.5,74,0.15,73.85,519.6372,183.84,0.347,183.493,1026.5,380,7.25,372.75,25.844,20.64,0,20.64,57.95,36,0.05,35.95,110.3399057,81.708324,0.269585738,81.43873826,298,367,614,5.53529412,Sr1.9ZnWO6Li0.05Eu0.05
6.08,4,0.08,3.92,133,63,8,55,303.991,151.964,15.999,135.965,570,185,60,125,6.6,3.44,0,3.44,16,6,2,4,32.4940242,13.618054,5.670385,7.947669,99.04,42,5.04,36.96,212.18112,95.95,12.15712,83.79288,579.8,240,14.8,225.2,16.92,13.76,0,13.76,32.16,24,0.16,23.84,68.131432,54.472216,0.4536308,54.0185852,298,280,614,5.638489257,CaMoO4Eu0.08
6,4,0.08,3.92,133,63,8,55,303.991,151.964,15.999,135.965,570,185,60,125,6.6,3.44,0,3.44,16,6,2,4,32.4940242,13.618054,5.670385,7.947669,97.44,42,5.04,36.96,208.97488,95.95,12.15712,83.79288,565.4,240,14.8,225.2,16.84,13.76,0,13.76,32,24,0.16,23.84,67.64237958,54.472216,0.4536308,54.0185852,298,280,614,5.638489257,Ca0.92MoO4Eu0.08
6.08,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,105.44,33.6,5.04,28.56,229.75912,76.76,12.15712,64.60288,577.8,240,14.8,225.2,16.828,13.76,0,13.76,32.16,24,0.16,23.84,68.285752,54.472216,0.4536308,54.0185852,298,280,614,5.657055853,CaW0.2Mo0.8O4Eu0.08
6,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,103.84,33.6,5.04,28.56,226.55288,76.76,12.15712,64.60288,563.4,240,14.8,225.2,16.748,13.76,0,13.76,32,24,0.16,23.84,67.79669958,54.472216,0.4536308,54.0185852,298,280,614,5.657055853,Ca0.92W0.2Mo0.8O4Eu0.08
6.08,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,111.84,32,5.04,26.96,247.33712,73.536,12.15712,61.37888,575.8,240,14.8,225.2,16.736,13.76,0,13.76,32.16,24,0.16,23.84,68.440072,54.472216,0.4536308,54.0185852,298,280,614,5.679427897,CaW0.4Mo0.6O4Eu0.08
6,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,110.24,32,5.04,26.96,244.13088,73.536,12.15712,61.37888,561.4,240,14.8,225.2,16.656,13.76,0,13.76,32,24,0.16,23.84,67.95101958,54.472216,0.4536308,54.0185852,298,280,614,5.679427897,Ca0.92W0.4Mo0.6O4Eu0.08
7,4,0.3,3.7,197,63,8,55,461.079,151.964,15.999,135.965,765,200,60,140,7.16,3.44,0,3.44,24,12,2,10,39.9161052,13.618054,5.5386,8.079454,176.1,58,9,49,404.852,140.116,19.614,120.502,798,240,40.5,199.5,16.515,13.76,0,13.76,33,24,1,23,72.49810884,54.472216,2.8182597,51.6539563,298,400,614,5.707570176,Sr1.2Zn0.3CeO4Eu0.5
6.08,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,121.44,51.8,5.04,46.76,273.70412,128.688,12.15712,116.53088,572.8,240,14.8,225.2,16.598,13.76,0,13.76,32.16,24,0.16,23.84,68.671552,54.472216,0.4536308,54.0185852,298,280,614,5.707570176,CaW0.7Mo0.3O4Eu0.08
6,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,119.84,51.8,5.04,46.76,270.49788,128.688,12.15712,116.53088,558.4,240,14.8,225.2,16.518,13.76,0,13.76,32,24,0.16,23.84,68.18249958,54.472216,0.4536308,54.0185852,298,280,614,5.707570176,Ca0.92W0.7Mo0.3O4Eu0.08
6.08,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,127.84,66.6,4.2,62.4,291.28212,165.456,9.595,155.861,570.8,240,14.5,225.5,16.506,13.76,0,13.76,32.16,24,0.16,23.84,68.825872,54.472216,0.4536308,54.0185852,298,280,614,5.728353782,CaW0.9Mo0.1O4Eu0.08
6,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,126.24,66.6,4.2,62.4,288.07588,165.456,9.595,155.861,556.4,240,14.5,225.5,16.426,13.76,0,13.76,32,24,0.16,23.84,68.33681958,54.472216,0.4536308,54.0185852,298,280,614,5.728353782,Ca0.92W0.9Mo0.1O4Eu0.08
6.08,4,0.08,3.92,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.14,3.44,0,3.44,16,6,2,4,33.2656242,13.618054,5.670385,7.947669,131.04,74,5.04,68.96,300.07112,183.84,12.15712,171.68288,569.8,240,14.8,225.2,16.46,13.76,0,13.76,32.16,24,0.16,23.84,68.903032,54.472216,0.4536308,54.0185852,298,280,614,5.733197265,CaWO4Eu0.08
6,4,0.08,3.92,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.14,3.44,0,3.44,16,6,2,4,33.2656242,13.618054,5.670385,7.947669,129.44,74,5.04,68.96,296.86488,183.84,12.15712,171.68288,555.4,240,14.8,225.2,16.38,13.76,0,13.76,32,24,0.16,23.84,68.41397958,54.472216,0.4536308,54.0185852,298,280,614,5.733197265,Ca0.92WO4Eu0.08
19,12,0.02,11.98,163,63,8,55,375.462602,151.964,15.999,135.965,725,200,60,140,7.8,3.44,0,3.44,18,6,2,4,41.6872522,13.618054,5.670385,7.947669,294.48,114,1.26,112.74,637.9362892,262.86,3.03928,259.82072,1800.1,720,3.7,716.3,51.8956,41.28,0,41.28,95.98,72,0.04,71.96,218.1676301,163.416648,0.1134077,163.3032403,298,393,614,5.796018969,Sr3Y0.98P3O12Eu0.02
7,4,0.3,3.7,197,63,8,55,461.079,151.964,15.999,135.965,765,200,60,140,7.16,3.44,0,3.44,24,12,2,10,39.9161052,13.618054,5.5386,8.079454,173.6,58,9,49,398.4176,140.116,19.614,120.502,799.5,260,40.5,219.5,16.61,13.76,0,13.76,33,24,0.8,23.2,72.50055706,54.472216,2.268154,52.204062,298,400,614,5.826074803,Sr1.3Zn0.3CeO4Eu0.4
7,4,0.3,3.7,197,63,8,55,461.079,151.964,15.999,135.965,765,200,60,140,7.16,3.44,0,3.44,24,12,2,10,39.9161052,13.618054,5.5386,8.079454,171.1,58,9,49,391.9832,140.116,19.614,120.502,801,280,40.5,239.5,16.705,13.76,0,13.76,33,24,0.6,23.4,72.50300528,54.472216,1.7011155,52.7711005,298,400,614,5.851258349,Sr1.4Zn0.3CeO4Eu0.3
