Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Monitoring energy (nm),1st Excitation max. (nm),Formula
10,6,1,5,142,63,8,55,329.801,151.964,15.999,135.965,570,185,60,125,6.49,3.44,0,3.44,15,6,2,4,34.0099832,13.618054,5.670385,7.947669,202,63,40,23,449.874,151.964,80.156,71.808,1050,360,145,215,24.69,20.64,0,20.64,47,36,2,34,108.2134084,81.708324,5.670385,76.037939,298,616,395,Ca2SbO6Eu1
6.05,4,0.05,3.95,143,63,8,55,329.293,151.964,15.999,135.965,525,185,60,125,7.25,3.44,0,3.44,26,12,2,10,35.775068,13.618054,5.670385,7.947669,107.15,42,3.15,38.85,232.9242,95.95,7.5982,88.3518,529.25,240,9.25,230.75,17.57,13.76,0,13.76,42.1,24,0.1,23.9,71.24236425,54.472216,0.28351925,54.18869675,298,616,395,ZnMoO4Eu0.05
6,4,0.05,3.95,155,63,8,55,353.598,151.964,15.999,135.965,675,185,60,125,8.56,3.44,0,3.44,28,12,2,10,43.421303,13.618054,5.670385,7.947669,103.85,42,1.2,40.8,225.5477,95.95,2.4305,93.5195,524,240,9.25,230.75,17.4535,13.76,0,13.76,40.5,24,0.1,23.9,70.5978579,54.472216,0.28351925,54.18869675,298,616,395,Mg0.10Zn0.85MoO4Eu0.05
6,4,0.05,3.95,155,63,8,55,353.598,151.964,15.999,135.965,675,185,60,125,8.56,3.44,0,3.44,28,12,2,10,43.421303,13.618054,5.670385,7.947669,102.05,42,2.4,39.6,221.4402,95.95,4.861,91.089,525.5,240,9.25,230.75,17.4195,13.76,0,13.76,39.5,24,0.1,23.9,70.4230615,54.472216,0.28351925,54.18869675,298,616,395,Mg0.20Zn0.75MoO4Eu0.05
6,4,0.05,3.95,155,63,8,55,353.598,151.964,15.999,135.965,675,185,60,125,8.56,3.44,0,3.44,28,12,2,10,43.421303,13.618054,5.670385,7.947669,100.25,42,3.15,38.85,217.3327,95.95,7.2915,88.6585,527,240,9.25,230.75,17.3855,13.76,0,13.76,38.5,24,0.1,23.9,70.2482651,54.472216,0.28351925,54.18869675,298,616,395,Mg0.30Zn0.65MoO4Eu0.05
6,4,0.05,3.95,155,63,8,55,353.598,151.964,15.999,135.965,675,185,60,125,8.56,3.44,0,3.44,28,12,2,10,43.421303,13.618054,5.670385,7.947669,98.45,42,3.15,38.85,213.2252,95.95,7.5982,88.3518,528.5,240,9.25,230.75,17.3515,13.76,0,13.76,37.5,24,0.1,23.9,70.0734687,54.472216,0.28351925,54.18869675,298,616,395,Mg0.40Zn0.55MoO4Eu0.05
6,4,0.01,3.99,238,83,8,75,562.5784,208.9804,15.999,192.9814,835,185,60,125,10.46,3.44,0,3.44,33,12,2,10,50.706819,13.618054,5.670385,7.947669,104.38,42,0.83,41.17,226.983704,95.95,2.089804,93.860196,524.25,240,1.6,238.4,17.456,13.76,0,13.76,40.43,24,0.05,23.95,70.57677107,54.472216,0.07285516,54.39936084,298,616,395,Mg0.10Zn0.84MoO4Eu0.05Bi0.01
6,4,0.03,3.97,238,83,8,75,562.5784,208.9804,15.999,192.9814,835,185,60,125,10.46,3.44,0,3.44,33,12,2,10,50.706819,13.618054,5.670385,7.947669,105.44,42,1.2,40.8,229.855712,95.95,2.4305,93.5195,524.75,240,4.8,235.2,17.461,13.76,0,13.76,40.29,24,0.1,23.9,70.53459741,54.472216,0.21856548,54.25365052,298,616,395,Mg0.10Zn0.82MoO4Eu0.05Bi0.03
6,4,0.05,3.95,238,83,8,75,562.5784,208.9804,15.999,192.9814,835,185,60,125,10.46,3.44,0,3.44,33,12,2,10,50.706819,13.618054,5.670385,7.947669,106.5,42,1.2,40.8,232.72772,95.95,2.4305,93.5195,525.25,240,8,232,17.466,13.76,0,13.76,40.15,24,0.1,23.9,70.49242375,54.472216,0.28351925,54.18869675,298,616,395,Mg0.10Zn0.8MoO4Eu0.05Bi0.05
21.01,15,0.01,14.99,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669,366.63,168,0.63,167.37,803.11632,383.8,1.51964,382.28036,1841.85,900,1.85,898.15,62.68,51.6,0,51.6,120.02,90,0.02,89.98,245.1317539,204.27081,0.05670385,204.2141062,298,616,394,Y2Mo4O15Eu0.01
21.05,15,0.05,14.95,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669,369.15,168,3.15,164.85,809.19488,383.8,7.5982,376.2018,1849.25,900,9.25,890.75,62.68,51.6,0,51.6,120.1,90,0.1,89.9,245.3585693,204.27081,0.28351925,203.9872908,298,616,394,Y2Mo4O15Eu0.05
21.1,15,0.1,14.9,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669,372.3,168,6.3,161.7,816.79308,383.8,15.1964,368.6036,1858.5,900,18.5,881.5,62.68,51.6,0,51.6,120.2,90,0.2,89.8,245.6420885,204.27081,0.5670385,203.7037715,298,616,394,Y2Mo4O15Eu0.1
21.25,15,0.25,14.75,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669,381.75,168,15.75,152.25,839.58768,383.8,37.991,345.809,1886.25,900,46.25,853.75,62.68,51.6,0,51.6,120.5,90,0.5,89.5,246.4926463,204.27081,1.41759625,202.8532138,298,616,394,Y2Mo4O15Eu0.25
21.5,15,0.5,14.5,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669,397.5,168,31.5,136.5,877.57868,383.8,75.982,307.818,1932.5,900,92.5,807.5,62.68,51.6,0,51.6,121,90,1,89,247.9102425,204.27081,2.8351925,201.4356175,298,616,394,Y2Mo4O15Eu0.5
21.75,15,0.75,14.25,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669,413.25,168,47.25,120.75,915.56968,383.8,113.973,269.827,1978.75,900,138.75,761.25,62.68,51.6,0,51.6,121.5,90,1.5,88.5,249.3278388,204.27081,4.25278875,200.0180213,298,616,394,Y2Mo4O15Eu0.75
10.3,6,0.3,5.7,207,74,8,66,488.0036093,183.84,15.999,167.841,890,185,60,125,8.6,3.44,0,3.44,20,6,1,5,46.1550407,13.618054,5.1390767,8.4789773,202.9,74,11,63,461.6238093,183.84,22.98976928,160.8502307,1060.5,360,55.5,304.5,25.8,20.64,0,20.64,48.6,36,0.6,35.4,110.2760412,81.708324,1.7011155,80.0072085,298,616,394,NaYMgWO6Eu0.3
9.99,6,0.01,5.99,143,63,8,55,335.641,151.964,15.999,135.965,565,185,60,125,6.54,3.44,0,3.44,16,6,2,4,34.4112542,13.618054,5.670385,7.947669,160.23,59.6,0.63,58.97,344.54608,127.6,1.51964,126.08036,1038.25,536.4,1.85,534.55,25.72,20.64,0,20.64,47.98,36,0.02,35.98,108.9918903,81.708324,0.05670385,81.65162015,298,616,394,Ca2.98TeO6Eu0.01
9.9,6,0.1,5.9,143,63,8,55,335.641,151.964,15.999,135.965,565,185,60,125,6.54,3.44,0,3.44,16,6,2,4,34.4112542,13.618054,5.670385,7.947669,162.3,56,6.3,49.7,351.0088,127.6,15.1964,112.4036,1022.5,504,18.5,485.5,25.54,20.64,0,20.64,47.8,36,0.2,35.8,108.4018571,81.708324,0.5670385,81.1412855,298,616,394,Ca2.8TeO6Eu0.1
9.8,6,0.2,5.8,143,63,8,55,335.641,151.964,15.999,135.965,565,185,60,125,6.54,3.44,0,3.44,16,6,2,4,34.4112542,13.618054,5.670385,7.947669,164.6,52,12.6,39.4,358.1896,127.6,30.3928,97.2072,1005,468,37,431,25.34,20.64,0,20.64,47.6,36,0.4,35.6,107.7462645,81.708324,1.134077,80.574247,298,616,394,Ca2.6TeO6Eu0.2
6,4,0.1,3.9,166,83,9,74,402.9325724,208.9804,18.99840316,189.9819968,575,185,50,135,6.81,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.2837433,128,74.7,6.3,68.4,302.2621419,188.08236,15.1964,172.88596,542.5,200,18.5,181.5,18.56,15.92,0,15.92,33.7,28,0.2,27.8,81.9543596,69.69128,0.5670385,69.1242415,298,616,394,NaBi0.9F4Eu0.1
6,4,0.2,3.8,166,83,9,74,402.9325724,208.9804,18.99840316,189.9819968,575,185,50,135,6.81,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.2837433,126,66.4,11,55.4,296.5605019,167.18432,22.98976928,144.1945507,545,200,37,163,18.37,15.92,0,15.92,33.4,28,0.4,27.6,81.7928465,69.69128,1.134077,68.557203,298,616,394,NaBi0.8F4Eu0.2
6,4,0.4,3.6,166,83,9,74,402.9325724,208.9804,18.99840316,189.9819968,575,185,50,135,6.81,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.2837433,122,49.8,11,38.8,285.1572219,125.38824,22.98976928,102.3984707,550,200,74,126,17.99,15.92,0,15.92,32.8,28,0.8,27.2,81.4698203,69.69128,2.268154,67.423126,298,616,394,NaBi0.6F4Eu0.4
6,4,0.4,3.6,166,83,9,74,402.9325724,208.9804,18.99840316,189.9819968,575,185,50,135,6.81,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.2837433,118,37.8,11,26.8,273.7539419,91.1784,22.98976928,68.18863072,555,200,64,136,17.61,15.92,0,15.92,32.2,28,1,27,81.1467941,69.69128,2.9142064,66.7770736,298,616,394,NaBi0.4F4Eu0.6
6,4,0.3,3.7,166,83,9,74,402.9325724,208.9804,18.99840316,189.9819968,575,185,50,135,6.81,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.2837433,116,44.1,11,33.1,268.0523019,106.3748,22.98976928,83.38503072,557.5,200,48,152,17.42,15.92,0,15.92,31.9,28,1,27,80.985281,69.69128,2.1856548,67.5056252,298,616,394,NaBi0.3F4Eu0.7
16,9,0.01,8.99,125,63,5,58,289.3827693,151.964,10.81,141.154,710,200,60,140,7.36,3.44,0,3.44,14,6,1,5,38.4204019,13.618054,5.1390767,8.4789773,146.25,72,0.63,71.37,309.2942093,143.991,1.51964,142.47136,1344.85,540,1.85,538.15,43.0305,30.96,0,30.96,72,54,0.02,53.98,174.8862801,122.562486,0.05670385,122.5057822,298,616,394,NaSr0.99B5O9Eu0.01
16,9,0.03,8.97,125,63,5,58,289.3827693,151.964,10.81,141.154,710,200,60,140,7.36,3.44,0,3.44,14,6,1,5,38.4204019,13.618054,5.1390767,8.4789773,146.75,72,1.89,70.11,310.5810893,143.991,4.55892,139.43208,1344.55,540,5.55,534.45,43.0115,30.96,0,30.96,72,54,0.06,53.94,174.8857904,122.562486,0.17011155,122.3923745,298,616,394,NaSr0.97B5O9Eu0.03
16,9,0.05,8.95,125,63,5,58,289.3827693,151.964,10.81,141.154,710,200,60,140,7.36,3.44,0,3.44,14,6,1,5,38.4204019,13.618054,5.1390767,8.4789773,147.25,72,3.15,68.85,311.8679693,143.991,7.5982,136.3928,1344.25,540,9.25,530.75,42.9925,30.96,0,30.96,72,54,0.1,53.9,174.8853008,122.562486,0.28351925,122.2789668,298,616,394,NaSr0.95B5O9Eu0.05
16,9,0.07,8.93,125,63,5,58,289.3827693,151.964,10.81,141.154,710,200,60,140,7.36,3.44,0,3.44,14,6,1,5,38.4204019,13.618054,5.1390767,8.4789773,147.75,72,4.41,67.59,313.1548493,143.991,10.63748,133.35352,1343.95,540,12.95,527.05,42.9735,30.96,0,30.96,72,54,0.14,53.86,174.8848111,122.562486,0.39692695,122.1655591,298,616,394,NaSr0.93B5O9Eu0.07
16,9,0.09,8.91,125,63,5,58,289.3827693,151.964,10.81,141.154,710,200,60,140,7.36,3.44,0,3.44,14,6,1,5,38.4204019,13.618054,5.1390767,8.4789773,148.25,72,5.67,66.33,314.4417293,143.991,13.67676,130.31424,1343.65,540,16.65,523.35,42.9545,30.96,0,30.96,72,54,0.18,53.82,174.8843215,122.562486,0.51033465,122.0521514,298,616,394,NaSr0.91B5O9Eu0.09
42,24,0.05,23.95,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,860.35,557.2,3.15,554.05,1981.817228,1366.40365,7.5982,1358.80545,4288.5,2139.25,9.25,2130,112.5155,82.56,0,82.56,208,144,0.1,143.9,476.7386281,326.833296,0.28351925,326.5497768,298,616,394,Ba9.95F2P6O24Eu0.05
42,24,0.07,23.93,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,860.49,556.08,4.41,551.67,1982.109968,1363.65711,10.63748,1353.01963,4287.9,2134.95,12.95,2122,112.4977,82.56,0,82.56,208,144,0.14,143.86,476.7478025,326.833296,0.39692695,326.4363691,298,616,394,Ba9.93F2P6O24Eu0.07
42,24,0.1,23.9,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,860.7,554.4,6.3,548.1,1982.549078,1359.5373,15.1964,1344.3409,4287,2128.5,18.5,2110,112.471,82.56,0,82.56,208,144,0.2,143.8,476.7615641,326.833296,0.5670385,326.2662575,298,616,394,Ba9.9F2P6O24Eu0.1
42,24,0.2,23.8,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,861.4,548.8,12.6,536.2,1984.012778,1345.8046,30.3928,1315.4118,4284,2107,37,2070,112.382,82.56,0,82.56,208,144,0.4,143.6,476.8074362,326.833296,1.134077,325.699219,298,616,394,Ba9.8F2P6O24Eu0.2
42,24,0.3,23.7,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,862.1,543.2,18,525.2,1985.476478,1332.0719,37.99680633,1294.075094,4281,2085.5,55.5,2030,112.293,82.56,0,82.56,208,144,0.6,143.4,476.8533083,326.833296,1.7011155,325.1321805,298,616,394,Ba9.7F2P6O24Eu0.3
42,24,0.4,23.6,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,862.8,537.6,18,519.6,1986.940178,1318.3392,37.99680633,1280.342394,4278,2064,74,1990,112.204,82.56,0,82.56,208,144,0.8,143.2,476.8991804,326.833296,2.268154,324.565142,298,616,394,Ba9.6F2P6O24Eu0.4
42,24,0.5,23.5,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,863.5,532,18,514,1988.403878,1304.6065,37.99680633,1266.609694,4275,2042.5,92.5,1950,112.115,82.56,0,82.56,208,144,1,143,476.9450525,326.833296,2.8351925,323.9981035,298,616,394,Ba9.5F2P6O24Eu0.5
42,24,0.7,23.3,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,864.9,520.8,18,502.8,1991.331278,1277.1411,37.99680633,1239.144294,4269,1999.5,100,1899.5,111.937,82.56,0,82.56,208,144,1.4,142.6,477.0367967,326.833296,3.9692695,322.8640265,298,616,394,Ba9.3F2P6O24Eu0.7
42,24,1,23,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,867,504,18,486,1995.722378,1235.943,37.99680633,1197.946194,4260,1935,100,1835,111.67,82.56,0,82.56,208,144,2,142,477.174413,326.833296,5.670385,321.162911,298,616,394,Ba9F2P6O24Eu1
11,7,0.09,6.91,258,74,8,66,628.03547,183.84,15.999,167.841,790,215,60,155,7.13,3.44,0,3.44,19,6,2,4,37.941033,13.618054,5.211664,8.40639,300.54,108.87,5.67,103.2,712.1462077,265.3094477,13.67676,251.6326877,1159.1,420,16.65,403.35,28.771,24.08,0,24.08,55.91,42,0.18,41.82,119.5642857,95.326378,0.51033465,94.81604335,298,616,394,BaLa1.91WO7Eu0.09
11,7,0.005,6.995,341,83,8,75,837.01587,208.9804,15.999,192.9814,950,215,60,155,9.03,3.44,0,3.44,24,6,2,4,45.226549,13.618054,5.211664,8.40639,300.67,108.585,0.415,108.17,712.4965824,264.6149204,1.044902,263.5700184,1158.925,420,0.8,419.2,28.775,24.08,0,24.08,55.92,42,0.025,41.975,119.5728287,95.326378,0.03642758,95.28995042,298,616,394,BaLa1.905WO7Eu0.09Bi0.005
11,7,0.01,6.99,341,83,8,75,837.01587,208.9804,15.999,192.9814,950,215,60,155,9.03,3.44,0,3.44,24,6,2,4,45.226549,13.618054,5.211664,8.40639,300.8,108.3,0.83,107.47,712.846957,263.920393,2.089804,261.830589,1158.75,420,1.6,418.4,28.779,24.08,0,24.08,55.93,42,0.05,41.95,119.5813718,95.326378,0.07285516,95.25352284,298,616,394,BaLa1.9WO7Eu0.09Bi0.01
11,7,0.02,6.98,341,83,8,75,837.01587,208.9804,15.999,192.9814,950,215,60,155,9.03,3.44,0,3.44,24,6,2,4,45.226549,13.618054,5.211664,8.40639,301.06,107.73,1.66,106.07,713.5477063,262.5313383,4.179608,258.3517303,1158.4,420,3.2,416.8,28.787,24.08,0,24.08,55.95,42,0.1,41.9,119.598458,95.326378,0.14571032,95.18066768,298,616,394,BaLa1.89WO7Eu0.09Bi0.02
11,7,0.03,6.97,341,83,8,75,837.01587,208.9804,15.999,192.9814,950,215,60,155,9.03,3.44,0,3.44,24,6,2,4,45.226549,13.618054,5.211664,8.40639,301.32,107.16,2.49,104.67,714.2484556,261.1422836,6.269412,254.8728716,1158.05,420,4.8,415.2,28.795,24.08,0,24.08,55.97,42,0.15,41.85,119.6155441,95.326378,0.21856548,95.10781252,298,616,394,BaLa1.88WO7Eu0.09Bi0.03
11,7,0.04,6.96,341,83,8,75,837.01587,208.9804,15.999,192.9814,950,215,60,155,9.03,3.44,0,3.44,24,6,2,4,45.226549,13.618054,5.211664,8.40639,301.58,106.59,3.32,103.27,714.9492049,259.7532289,8.359216,251.3940129,1157.7,420,6.4,413.6,28.803,24.08,0,24.08,55.99,42,0.18,41.82,119.6326303,95.326378,0.29142064,95.03495736,298,616,394,BaLa1.87WO7Eu0.09Bi0.04
11.95,7,0.1,6.9,136,63,8,55,305.849,151.964,15.999,135.965,665,185,60,125,8.15,3.44,0,3.44,17,6,2,4,39.552579,13.618054,5.670385,7.947669,175.3,62,6.3,55.7,368.8647,139.446,15.1964,124.2496,1141.5,420,18.5,401.5,31.45,24.08,0,24.08,55.9,42,0.2,41.8,127.3530402,95.326378,0.5670385,94.7593395,298,616,393,Ca1.85Ga2SiO7Eu0.1
46.018,28,0.018,27.982,147,63,8,55,327.3845313,151.964,15.999,135.965,840,185,60,125,9.21,3.44,0,3.44,28,12,1,11,50.4215559,13.618054,5.1390767,8.4789773,551.134,224,1.134,222.866,1116.595455,447.972,2.735352,445.236648,4318.33,1680,3.33,1676.67,123.23,96.32,0,96.32,234.036,168,0.036,167.964,524.3660534,381.305512,0.10206693,381.2034451,298,616,378,Ca9NaZnP7O28Eu0.018
46.036,28,0.036,27.964,147,63,8,55,327.3845313,151.964,15.999,135.965,840,185,60,125,9.21,3.44,0,3.44,28,12,1,11,50.4215559,13.618054,5.1390767,8.4789773,552.268,224,2.268,221.732,1119.330807,447.972,5.470704,442.501296,4321.66,1680,6.66,1673.34,123.23,96.32,0,96.32,234.072,168,0.072,167.928,524.4681204,381.305512,0.20413386,381.1013781,298,616,378,Ca9NaZnP7O28Eu0.036
46.054,28,0.054,27.946,147,63,8,55,327.3845313,151.964,15.999,135.965,840,185,60,125,9.21,3.44,0,3.44,28,12,1,11,50.4215559,13.618054,5.1390767,8.4789773,553.402,224,3.402,220.598,1122.066159,447.972,8.206056,439.765944,4324.99,1680,9.99,1670.01,123.23,96.32,0,96.32,234.108,168,0.108,167.892,524.5701873,381.305512,0.30620079,380.9993112,298,616,378,Ca9NaZnP7O28Eu0.054
46.072,28,0.072,27.928,147,63,8,55,327.3845313,151.964,15.999,135.965,840,185,60,125,9.21,3.44,0,3.44,28,12,1,11,50.4215559,13.618054,5.1390767,8.4789773,554.536,224,4.536,219.464,1124.801511,447.972,10.941408,437.030592,4328.32,1680,13.32,1666.68,123.23,96.32,0,96.32,234.144,168,0.144,167.856,524.6722542,381.305512,0.40826772,380.8972443,298,616,378,Ca9NaZnP7O28Eu0.072
46.09,28,0.09,27.91,147,63,8,55,327.3845313,151.964,15.999,135.965,840,185,60,125,9.21,3.44,0,3.44,28,12,1,11,50.4215559,13.618054,5.1390767,8.4789773,555.67,224,5.67,218.33,1127.536863,447.972,13.67676,434.29524,4331.65,1680,16.65,1663.35,123.23,96.32,0,96.32,234.18,168,0.18,167.82,524.7743212,381.305512,0.51033465,380.7951774,298,616,378,Ca9NaZnP7O28Eu0.09
14.003,9,0.003,8.997,217,83,8,75,517.71677,208.9804,15.999,192.9814,690,185,60,125,8.48,3.44,0,3.44,22,6,2,4,40.160925,13.618054,5.670385,7.947669,384.189,249,0.189,248.811,912.161462,626.9412,0.455892,626.485308,1305.555,540,0.555,539.445,39.8,30.96,0,30.96,78.006,54,0.006,53.994,158.0230152,122.562486,0.017011155,122.5454748,298,616,355,Bi3TiNbO9Eu0.003
14.035,9,0.035,8.965,217,83,8,75,517.71677,208.9804,15.999,192.9814,690,185,60,125,8.48,3.44,0,3.44,22,6,2,4,40.160925,13.618054,5.670385,7.947669,386.205,249,2.205,246.795,917.02431,626.9412,5.31874,621.62246,1311.475,540,6.475,533.525,39.8,30.96,0,30.96,78.07,54,0.07,53.93,158.2044675,122.562486,0.198463475,122.3640225,298,616,355,Bi3TiNbO9Eu0.035
14.05,9,0.05,8.95,217,83,8,75,517.71677,208.9804,15.999,192.9814,690,185,60,125,8.48,3.44,0,3.44,22,6,2,4,40.160925,13.618054,5.670385,7.947669,387.15,249,3.15,245.85,919.30377,626.9412,7.5982,619.343,1314.25,540,9.25,530.75,39.8,30.96,0,30.96,78.1,54,0.1,53.9,158.2895233,122.562486,0.28351925,122.2789668,298,616,355,Bi3TiNbO9Eu0.05
6.07,4,0.07,3.93,147,64,9,55,351.2021724,157.25,18.99840316,138.2515968,595,185,50,135,6.11,3.98,0,3.98,12,7,1,6,34.3820777,17.42282,5.1390767,12.2837433,115.41,64,4.41,59.59,266.8708619,157.25,10.63748,146.61252,572.95,200,12.95,187.05,18.05,15.92,0,15.92,31.14,28,0.14,27.86,81.37707965,69.69128,0.39692695,69.29435305,298,616,273,NaGdF4Eu0.07
17.05,9,0.05,8.95,160,63,8,55,372.4733,151.964,15.999,135.965,790,220,60,160,7.05,3.44,0,3.44,15,6,1,5,36.99244954,13.618054,4.34066354,9.27739046,249.15,76,3.15,72.85,529.5644,156.3932,7.5982,148.795,1974.25,880,9.25,870.75,40.83,30.96,0,30.96,72.1,54,0.1,53.9,169.8753724,122.562486,0.28351925,122.2789668,300,616.5,395,K4BaSi3O9Eu0.05
15.01,8,0.01,7.99,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,202.63,76,0.63,75.37,429.24064,175.24,1.51964,173.72036,1471.85,550,1.85,548.15,35.72,24.32,0,24.32,64.02,40,0.02,39.98,168.4778933,116.27304,0.05670385,116.2163361,298,617,455,Sr2Si5N8Eu0.01
15.02,8,0.02,7.98,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,203.26,76,1.26,74.74,430.76028,175.24,3.03928,172.20072,1473.7,550,3.7,546.3,35.72,24.32,0,24.32,64.04,40,0.04,39.96,168.5345971,116.27304,0.1134077,116.1596323,298,617,455,Sr2Si5N8Eu0.02
15.04,8,0.04,7.96,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,204.52,76,2.52,73.48,433.79956,175.24,6.07856,169.16144,1477.4,550,7.4,542.6,35.72,24.32,0,24.32,64.08,40,0.08,39.92,168.6480048,116.27304,0.2268154,116.0462246,298,617,455,Sr2Si5N8Eu0.04
15.06,8,0.06,7.94,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,205.78,76,3.78,72.22,436.83884,175.24,9.11784,166.12216,1481.1,550,11.1,538.9,35.72,24.32,0,24.32,64.12,40,0.12,39.88,168.7614125,116.27304,0.3402231,115.9328169,298,617,455,Sr2Si5N8Eu0.06
42,26,1.6,24.4,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.55,3.44,0,3.44,20,6,2,4,44.445946,13.618054,5.211664,8.40639,845.6,228,62.4,165.6,1921.722824,555.62188,142.249344,413.372536,4162,1560,288,1272,108.972,89.44,0,89.44,205.6,156,4,152,459.26697,354.069404,9.947616,344.121788,298,617,397,Ba2Y1.6La4Si6O26Eu2.4
42,26,2,24,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.55,3.44,0,3.44,20,6,2,4,44.445946,13.618054,5.211664,8.40639,816.8,208,84,124,1841.723416,415.974,168.51,247.464,4138,1560,430,1130,109.164,89.44,0,89.44,205.6,156,4,152,460.291546,354.069404,10.423328,343.646076,298,617,397,Ba2Y3.2La2.4Si6O26Eu2.4
42,26,1.6,24.4,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.55,3.44,0,3.44,20,6,2,4,44.445946,13.618054,5.211664,8.40639,802.4,208,84,124,1801.723712,415.974,168.51,247.464,4126,1560,312,1248,109.26,89.44,0,89.44,205.6,156,4,152,460.803834,354.069404,8.92304,345.146364,298,617,397,Ba2Y4La1.6Si6O26Eu2.4
