Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),CIE x coordinate,Formula
2,1,0.005,0.995,120,63,19,44,278.6823,151.964,39.0983,112.8657,605,220,185,35,1.77,0.95,0,0.95,5,2,1,1,15.70591574,5.6948672,4.34066354,1.35420366,57.125,37.81,0.315,37.495,127.04002,87.1819,0.75982,86.42208,419.925,220,0.925,219.075,1.76525,0.94525,0,0.94525,3,1.99,0.01,1.98,10.03540833,5.666392864,0.028351925,5.638040939,298,365,0.166,KSr0.995Eu0.005
13,8,0.01,7.99,189,64,8,56,435.363062,157.25,15.999,141.251,925,220,60,160,8.65,3.44,0,3.44,18,6,1,5,46.37873974,13.618054,4.34066354,9.27739046,197.43,64,0.63,63.37,427.484684,157.25,1.51964,155.73036,1260.05,480,1.85,478.15,34.91,27.52,0,27.52,63,48,0.02,47.98,146.516991,108.944432,0.05670385,108.8877282,298,365,0.1669,KCa0.99GdP2O8Eu0.01
20,12,0.03,11.97,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,253.53,96,1.89,94.11,532.372527,191.988,4.55892,187.42908,1851.05,720,5.55,714.45,53.3207,41.28,0,41.28,96,72,0.06,71.94,219.3592653,163.416648,0.17011155,163.2465365,298,370,0.167,Y2Mg1.97Al2Si2O12Eu0.03
26.97,15,0.01,14.99,128,63,8,55,283.4207693,151.964,15.999,135.965,865,185,60,125,8.58,3.44,0,3.44,17,6,1,5,46.3385889,13.618054,5.1390767,8.4789773,301.83,120,0.63,119.37,607.1430586,239.985,1.51964,238.46536,2714.65,900,1.85,898.15,67.64,51.6,0,51.6,119.94,90,0.02,89.98,286.7129638,204.27081,0.05670385,204.2141062,298,330,0.168,Na2Ca3.96Mg2Si4O15Eu0.01
42.5,24,0.5,23.5,194,63,8,55,441.455232,151.964,15.999,135.965,930,195,60,135,12.79,3.44,0,3.44,29,7,2,5,62.5844932,13.618054,5.5769,8.041154,583.5,192,14,178,1213.41928,383.976,28.085,355.891,4157.5,1620,92.5,1527.5,111.83,82.56,0,82.56,209,144,1,143,476.7841583,326.833296,2.8351925,323.9981035,298,345,0.1681,Ca9LaP5SiO24Cl2Eu0.5
21.03,12,0.01,11.99,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,259.91,100,0.65,99.35,525.3778195,200.39,1.5892535,198.8007465,2025.45,900,1.75,898.25,56.01,41.28,0,41.28,104.06,72,0.02,71.98,238.5821577,163.416648,0.058638,163.35801,298,400,0.169,Ca5P3O12ClEu0.02Tb0.01
13,8,0.01,7.99,118,63,8,55,263.1075385,151.964,15.999,135.965,660,185,60,125,7.95,3.44,0,3.44,17,6,2,4,39.5390456,13.618054,5.670385,7.947669,138.43,64,0.63,63.37,279.321937,127.992,1.51964,126.47236,1130.05,480,1.85,478.15,35.53,27.52,0,27.52,64,48,0.02,47.98,143.3280623,108.944432,0.05670385,108.8877282,298,354,0.17,Ca0.99Al2Si2O8Eu0.01
12.95,8,0.01,7.99,118,63,8,55,263.1075385,151.964,15.999,135.965,660,185,60,125,7.95,3.44,0,3.44,17,6,2,4,39.5390456,13.618054,5.670385,7.947669,137.43,64,0.63,63.37,277.318037,127.992,1.51964,126.47236,1121.05,480,1.85,478.15,35.48,27.52,0,27.52,63.9,48,0.02,47.98,143.0224045,108.944432,0.05670385,108.8877282,298,354,0.17,Ca0.94Al2Si2O8Eu0.01
13,8,0.01,7.99,154,63,8,55,351.936762,151.964,15.999,135.965,680,200,60,140,8.23,3.44,0,3.44,27,12,2,10,44.8641912,13.618054,5.670385,7.947669,192.25,64,0.63,63.37,408.962964,130.76,1.51964,129.24036,1149.85,480,1.85,478.15,36.1405,27.52,0,27.52,84,48,0.02,47.98,154.4008244,108.944432,0.05670385,108.8877282,298,365,0.17,Sr0.99Zn2P2O8Eu0.01
21.025,12,0.025,11.975,115,63,8,55,258.0131652,151.964,15.999,135.965,575,185,50,135,10.61,3.98,0,3.98,22,7,2,5,53.3111002,17.42282,5.670385,11.752435,251.575,100,1.575,98.425,508.0967892,200.39,3.7991,196.5909,1974.625,900,4.625,895.375,56.83,41.28,0,41.28,104.05,72,0.05,71.95,243.0070616,163.416648,0.141759625,163.2748884,298,335,0.17,Ca5P3O12FEu0.025
28.98,18,0.02,17.98,110,63,8,55,247.3345385,151.964,15.999,135.965,630,185,60,125,8.26,3.44,0,3.44,17,6,2,4,41.0721254,13.618054,5.670385,7.947669,290.78,144,1.26,142.74,587.010234,287.982,3.03928,284.94272,2427.7,1080,3.7,1076.3,80.4276,61.92,0,61.92,143.96,108,0.04,107.96,324.9264889,245.124972,0.1134077,245.0115643,298,365,0.17,Mg1.96Al4Si5O18Eu0.02
13,8,0.01,7.99,162,63,8,55,376.341762,151.964,15.999,135.965,740,215,60,155,7.52,3.44,0,3.44,17,6,2,4,41.0999442,13.618054,5.211664,8.40639,226.43,112,0.63,111.37,505.790384,274.654,1.51964,273.13436,1290.05,480,1.85,478.15,34.67,27.52,0,27.52,64,48,0.02,47.98,146.4498595,108.944432,0.05670385,108.8877282,298,365,0.1703,Ba2Ca0.99P2O8Eu0.01
20.06,12,0.02,11.98,142,63,8,55,317.278106,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,210.26,96,1,95,426.4643878,191.988,2.19752176,189.7904782,1849.3,720,3.7,716.3,53.972,41.28,0,41.28,96.32,72,0.04,71.96,230.213078,163.416648,0.1134077,163.3032403,298,365,0.1712,KMg4P3O12Eu0.02Mn0.04
44.92,28,0.01,27.99,177,71,8,63,413.981562,174.9668,15.999,158.9678,700,185,60,125,7.63,3.44,0,3.44,17,6,2,4,41.3141512,13.618054,5.425871,8.192183,578.83,224,0.63,223.37,1198.369754,447.972,1.51964,446.45236,4160.65,1680,1.85,1678.15,121.56,96.32,0,96.32,222.84,168,0.02,167.98,514.6631017,381.305512,0.05670385,381.2488082,298,355,0.172,Ca8.91LuP7O28Eu0.01
19.08,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,245.14,96,1.89,94.11,514.0445895,191.988,4.55892,187.42908,1774.3,720,5.55,714.45,52.34,41.28,0,41.28,96.16,72,0.06,71.94,218.4985183,163.416648,0.17011155,163.2465365,298,300,0.172,KSrSc2P3O12Eu0.03Tb0.05
20,12,0.04,11.96,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,254.04,96,2.52,93.48,533.649117,191.988,6.07856,185.90944,1851.4,720,7.4,712.6,53.3076,41.28,0,41.28,96,72,0.08,71.92,219.3395068,163.416648,0.2268154,163.1898326,298,370,0.173,Y2Mg1.96Al2Si2O12Eu0.04
21.04,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,260.56,100,1.26,98.74,526.967073,200.39,3.03928,197.35072,2027.2,900,3.5,896.5,56.01,41.28,0,41.28,104.08,72,0.04,71.96,238.6407957,163.416648,0.1134077,163.3032403,298,400,0.174,Ca5P3O12ClEu0.02Tb0.02
2,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,53.925,37.81,0.315,37.495,120.5966077,87.1819,0.75982,86.42208,403.925,199,0.925,198.075,1.80925,0.94525,0,0.94525,3,1.99,0.01,1.98,10.35477359,5.666392864,0.028351925,5.638040939,298,365,0.175,K0.6Na0.4Sr0.995Eu0.005
45.91,28,0.01,27.99,125,63,8,55,278.113062,151.964,15.999,135.965,745,220,60,160,7.45,3.44,0,3.44,16,6,1,5,40.22894374,13.618054,4.34066354,9.27739046,546.63,224,0.63,223.37,1102.178474,447.972,1.51964,446.45236,4383.85,1782,1.85,1780.15,122.37,96.32,0,96.32,223.82,168,0.02,167.98,519.6299179,381.305512,0.05670385,381.2488082,298,347,0.175,Ca9.9KP7O28Eu0.01
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,595.781,224,0.441,223.559,1241.298408,447.972,1.063748,446.908252,4223.955,1680,1.295,1678.705,121.672,96.32,0,96.32,223.888,168,0.014,167.986,514.4731571,381.305512,0.039692695,381.2658193,298,380,0.175,Ca6.237Sr2.7YP7O28Eu0.007
26,16,0.05,15.95,143,63,8,55,318.257806,151.964,15.999,135.965,815,185,60,125,9.49,3.44,0,3.44,24,7,2,5,50.9685332,13.618054,5.670385,7.947669,287.23,128,1.25,126.75,581.2728602,255.984,2.7469022,253.2370978,2349.8,960,7,953,70.682,55.04,0,55.04,128.25,96,0.12,95.88,301.0766015,217.888864,0.3402231,217.5486409,298,365,0.177,Ca2.94Mg2.95P4O16Eu0.06Mn0.05
19.1,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,246.44,96,1.89,94.11,517.2230965,191.988,4.55892,187.42908,1777.8,720,5.55,714.45,52.34,41.28,0,41.28,96.2,72,0.06,71.94,218.6157943,163.416648,0.17011155,163.2465365,298,300,0.178,KSrSc2P3O12Eu0.03Tb0.07
20,12,0.01,11.99,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,252.51,96,0.63,95.37,529.819347,191.988,1.51964,190.46836,1850.35,720,1.85,718.15,53.3469,41.28,0,41.28,96,72,0.02,71.98,219.3987823,163.416648,0.05670385,163.3599442,298,365,0.178,Y2Mg1.99Al2Si2O12Eu0.01
44.944,28,0.007,27.993,145,63,8,55,327.920602,151.964,15.999,135.965,705,185,60,125,7.85,3.44,0,3.44,18,6,2,4,42.1055402,13.618054,5.670385,7.947669,547.181,224,0.441,223.559,1112.935008,447.972,1.063748,446.908252,4169.955,1680,1.295,1678.705,121.807,96.32,0,96.32,223.888,168,0.014,167.986,515.6025347,381.305512,0.039692695,381.2658193,298,380,0.179,Ca8.937YP7O28Eu0.007
13,8,0.01,7.99,143,63,8,55,318.0455825,151.964,15.999,135.965,800,185,60,125,9.5,3.44,0,3.44,24,7,2,5,46.9730636,13.618054,5.670385,7.947669,138.68,64,0.63,63.37,280.0649392,127.992,1.51964,126.47236,1128.05,480,1.85,478.15,35.5575,27.52,0,27.52,64.25,48,0.02,47.98,143.3941054,108.944432,0.05670385,108.8877282,298,354,0.18,Ca0.94Al2Si2O8Eu0.01Mn0.05
7.02,4,0.02,3.98,145,63,4,59,342.3871831,151.964,9.0121831,142.9518169,675,215,60,155,7.8,3.44,0,3.44,16,6,2,4,41.974485,13.618054,5.211664,8.40639,107.26,56,1.26,54.74,241.4594631,137.327,3.03928,134.28772,673.7,240,3.7,236.3,18.12,13.76,0,13.76,32.04,24,0.04,23.96,77.2716697,54.472216,0.1134077,54.3588083,298,337,0.18,BaBeSiO4Eu0.02
7.03,4,0.03,3.97,145,63,4,59,342.3871831,151.964,9.0121831,142.9518169,675,215,60,155,7.8,3.44,0,3.44,16,6,2,4,41.974485,13.618054,5.211664,8.40639,107.89,56,1.89,54.11,242.9791031,137.327,4.55892,132.76808,675.55,240,5.55,234.45,18.12,13.76,0,13.76,32.06,24,0.06,23.94,77.32837355,54.472216,0.17011155,54.30210445,298,337,0.18,BaBeSiO4Eu0.03
7.05,4,0.05,3.95,145,63,4,59,342.3871831,151.964,9.0121831,142.9518169,675,215,60,155,7.8,3.44,0,3.44,16,6,2,4,41.974485,13.618054,5.211664,8.40639,109.15,56,3.15,52.85,246.0183831,137.327,7.5982,129.7288,679.25,240,9.25,230.75,18.12,13.76,0,13.76,32.1,24,0.1,23.9,77.44178125,54.472216,0.28351925,54.18869675,298,337,0.18,BaBeSiO4Eu0.05
7.1,4,0.1,3.9,145,63,4,59,342.3871831,151.964,9.0121831,142.9518169,675,215,60,155,7.8,3.44,0,3.44,16,6,2,4,41.974485,13.618054,5.211664,8.40639,112.3,56,4,52,253.6165831,137.327,9.0121831,128.3148169,688.5,240,18.5,221.5,18.12,13.76,0,13.76,32.2,24,0.2,23.8,77.7253005,54.472216,0.5670385,53.9051775,298,337,0.18,BaBeSiO4Eu0.1
13.04,8,0.04,7.96,98,63,8,55,223.241762,151.964,15.999,135.965,495,185,60,125,6.94,3.44,0,3.44,15,6,2,4,37.42136,13.618054,5.670385,7.947669,132.52,64,2.52,61.48,268.933084,127.992,6.07856,121.91344,1137.4,480,7.4,472.6,35.83,27.52,0,27.52,64.08,48,0.08,47.92,153.0833244,108.944432,0.2268154,108.7176166,298,378,0.18,Mg3P2O8Eu0.04
20,12,0.05,11.95,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,254.55,96,3.15,92.85,534.925707,191.988,7.5982,184.3898,1851.75,720,9.25,710.75,53.2945,41.28,0,41.28,96,72,0.1,71.9,219.3197483,163.416648,0.28351925,163.1331288,298,370,0.18,Y2Mg1.95Al2Si2O12Eu0.05
19.1,12,0.04,11.96,247,65,8,57,579.24332,158.92535,15.999,142.92635,1115,220,60,160,8.7,3.44,0,3.44,21,6,1,5,51.75274254,13.618054,4.34066354,9.27739046,264.42,96,2.52,93.48,566.860483,191.988,6.07856,185.90944,1792.9,720,7.4,712.6,52.28,41.28,0,41.28,96.2,72,0.08,71.92,218.1306569,163.416648,0.2268154,163.1898326,298,300,0.181,KBaSc2P3O12Eu0.04Tb0.06
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,587.681,224,0.441,223.559,1219.904508,447.972,1.063748,446.908252,4214.955,1680,1.295,1678.705,121.6945,96.32,0,96.32,223.888,168,0.014,167.986,514.6613867,381.305512,0.039692695,381.2658193,298,380,0.181,Ca6.687Sr2.25YP7O28Eu0.007
44.92,28,0.01,27.99,170,64,8,56,396.264762,157.25,15.999,141.251,705,185,60,125,7.83,3.44,0,3.44,17,6,2,4,42.0380762,13.618054,5.670385,7.947669,571.83,224,0.63,223.37,1180.652954,447.972,1.51964,446.45236,4165.65,1680,1.85,1678.15,121.76,96.32,0,96.32,222.84,168,0.02,167.98,515.3870267,381.305512,0.05670385,381.2488082,298,355,0.183,Ca8.91GdP7O28Eu0.01
42,26,0.02,25.98,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,572.86,208,1.26,206.74,1202.489232,415.974,3.03928,412.93472,3990.1,1560,3.7,1556.3,112.76,89.44,0,89.44,208,156,0.04,155.96,477.0397062,354.069404,0.1134077,353.9559963,298,318,0.184,Ca7.98La2P6O26Eu0.02
19.13,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,248.39,96,1.89,94.11,521.990857,191.988,4.55892,187.42908,1783.05,720,5.55,714.45,52.34,41.28,0,41.28,96.26,72,0.06,71.94,218.7917083,163.416648,0.17011155,163.2465365,298,300,0.185,KSrSc2P3O12Eu0.03Tb0.1
13.01,8,0.01,7.99,164,63,8,55,367.018902,151.964,15.999,135.965,925,220,60,160,8.67,3.44,0,3.44,19,6,1,5,46.44620374,13.618054,4.34066354,9.27739046,172.63,64,0.63,63.37,359.541304,127.992,1.51964,126.47236,1261.85,480,1.85,478.15,34.94,27.52,0,27.52,64.02,48,0.02,47.98,146.6455866,108.944432,0.05670385,108.8877282,298,380,0.1853,KCaYP2O8Eu0.01
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,555.281,224,0.441,223.559,1134.328908,447.972,1.063748,446.908252,4178.955,1680,1.295,1678.705,121.7845,96.32,0,96.32,223.888,168,0.014,167.986,515.4143051,381.305512,0.039692695,381.2658193,298,380,0.186,Ca8.487Sr0.45YP7O28Eu0.007
20,12,0.06,11.94,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,255.06,96,3.78,92.22,536.202297,191.988,9.11784,182.87016,1852.1,720,11.1,708.9,53.2814,41.28,0,41.28,96,72,0.12,71.88,219.2999898,163.416648,0.3402231,163.0764249,298,370,0.186,Y2Mg1.94Al2Si2O12Eu0.06
42,26,0.05,25.95,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,574.15,208,3.15,204.85,1205.845812,415.974,7.5982,408.3758,3990.25,1560,9.25,1550.75,112.73,89.44,0,89.44,208,156,0.1,155.9,477.0264231,354.069404,0.28351925,353.7858848,298,318,0.187,Ca7.95La2P6O26Eu0.05
19.15,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,249.69,96,1.89,94.11,525.169364,191.988,4.55892,187.42908,1786.55,720,5.55,714.45,52.34,41.28,0,41.28,96.3,72,0.06,71.94,218.9089843,163.416648,0.17011155,163.2465365,298,300,0.189,KSrSc2P3O12Eu0.03Tb0.12
19,12,0.05,11.95,163,63,8,55,375.462602,151.964,15.999,135.965,725,200,60,140,7.8,3.44,0,3.44,18,6,2,4,41.6872522,13.618054,5.670385,7.947669,295.25,112.1,3.15,108.95,639.892326,258.479,7.5982,250.8808,1799.25,720,9.25,710.75,51.8725,41.28,0,41.28,96,72,0.1,71.9,218.1773435,163.416648,0.28351925,163.1331288,298,350,0.189,Sr2.95YP3O12Eu0.05
21.05,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,261.21,100,1.26,98.74,528.5563265,200.39,3.03928,197.35072,2028.95,900,3.7,896.3,56.01,41.28,0,41.28,104.1,72,0.04,71.96,238.6994337,163.416648,0.1134077,163.3032403,298,400,0.189,Ca5P3O12ClEu0.02Tb0.03
7.01,4,0.01,3.99,145,63,4,59,342.3871831,151.964,9.0121831,142.9518169,675,215,60,155,7.8,3.44,0,3.44,16,6,2,4,41.974485,13.618054,5.211664,8.40639,106.63,56,0.63,55.37,239.9398231,137.327,1.51964,135.80736,671.85,240,1.85,238.15,18.12,13.76,0,13.76,32.02,24,0.02,23.98,77.21496585,54.472216,0.05670385,54.41551215,298,337,0.19,BaBeSiO4Eu0.01
7.07,4,0.07,3.93,145,63,4,59,342.3871831,151.964,9.0121831,142.9518169,675,215,60,155,7.8,3.44,0,3.44,16,6,2,4,41.974485,13.618054,5.211664,8.40639,110.41,56,4,52,249.0576631,137.327,9.0121831,128.3148169,682.95,240,12.95,227.05,18.12,13.76,0,13.76,32.14,24,0.14,23.86,77.55518895,54.472216,0.39692695,54.07528905,298,337,0.19,BaBeSiO4Eu0.07
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,563.381,224,0.441,223.559,1155.722808,447.972,1.063748,446.908252,4187.955,1680,1.295,1678.705,121.762,96.32,0,96.32,223.888,168,0.014,167.986,515.2260755,381.305512,0.039692695,381.2658193,298,380,0.191,Ca8.037Sr0.9YP7O28Eu0.007
20,12,0.07,11.93,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,255.57,96,4.41,91.59,537.478887,191.988,10.63748,181.35052,1852.45,720,12.95,707.05,53.2683,41.28,0,41.28,96,72,0.14,71.86,219.2802313,163.416648,0.39692695,163.0197211,298,370,0.191,Y2Mg1.93Al2Si2O12Eu0.07
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,571.481,224,0.441,223.559,1177.116708,447.972,1.063748,446.908252,4196.955,1680,1.295,1678.705,121.7395,96.32,0,96.32,223.888,168,0.014,167.986,515.0378459,381.305512,0.039692695,381.2658193,298,380,0.192,Ca7.587Sr1.35YP7O28Eu0.007
19.13,12,0.04,11.96,247,65,8,57,579.24332,158.92535,15.999,142.92635,1115,220,60,160,8.7,3.44,0,3.44,21,6,1,5,51.75274254,13.618054,4.34066354,9.27739046,266.37,96,2.52,93.48,571.6282435,191.988,6.07856,185.90944,1798.15,720,7.4,712.6,52.28,41.28,0,41.28,96.26,72,0.08,71.92,218.3065709,163.416648,0.2268154,163.1898326,298,300,0.193,KBaSc2P3O12Eu0.04Tb0.09
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,579.581,224,0.441,223.559,1198.510608,447.972,1.063748,446.908252,4205.955,1680,1.295,1678.705,121.717,96.32,0,96.32,223.888,168,0.014,167.986,514.8496163,381.305512,0.039692695,381.2658193,298,380,0.193,Ca7.137Sr1.8YP7O28Eu0.007
21.06,12,0.03,11.97,208,63,8,55,472.3888184,151.964,15.999,135.965,1095,200,50,150,14.26,3.98,0,3.98,33,7,1,6,71.6831669,17.42282,5.1390767,12.2837433,316.64,114,0.75,113.25,684.8703598,262.86,1.64814132,261.2118587,2039.75,720,4.2,715.8,56.8765,41.28,0,41.28,104.27,72,0.06,71.94,241.1335964,163.416648,0.17011155,163.2465365,298,365,0.194,Sr3NaYP3O12FEu0.03Mn0.03
15,7,0.02,6.98,139,63,8,55,310.0624472,151.964,15.999,135.965,725,185,50,135,11.87,3.98,0,3.98,28,7,2,5,58.4101152,17.42282,5.670385,11.752435,183.82,78.8,0.5,78.3,371.2444472,157.90732,1.09876088,156.8085591,1459.4,709.2,2.8,706.4,39.811,24.08,0,24.08,72.1,42,0.08,41.92,170.9367112,95.326378,0.14868036,95.17769764,298,400,0.195,Ca3.94Si2O7F2Eu0.04Mn0.02
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,555.281,224,0.441,223.559,1134.328908,447.972,1.063748,446.908252,4178.955,1680,1.295,1678.705,121.7845,96.32,0,96.32,223.888,168,0.014,167.986,515.4143051,381.305512,0.039692695,381.2658193,298,380,0.195,Ca8.487Sr0.45YP7O28Eu0.007
19.18,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,251.64,96,1.89,94.11,529.9371245,191.988,4.55892,187.42908,1791.8,720,5.55,714.45,52.34,41.28,0,41.28,96.36,72,0.06,71.94,219.0848983,163.416648,0.17011155,163.2465365,298,300,0.195,KSrSc2P3O12Eu0.03Tb0.15
19,12,0.01,11.99,228,65,8,57,534.387952,158.92535,15.999,142.92635,900,200,60,140,7.8,3.44,0,3.44,20,6,2,4,47.5510522,13.618054,5.670385,7.947669,295.51,112.1,0.65,111.45,640.5925211,258.479,1.5892535,256.8897465,1799.2,720,1.75,718.25,51.8603,41.28,0,41.28,95.99,72,0.02,71.98,218.1738089,163.416648,0.058638,163.35801,298,350,0.195,Sr2.95Y0.99P3O12Eu0.05Tb0.01
20.1,12,0.02,11.98,142,63,8,55,317.278106,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,211.26,96,1.26,94.74,428.6619095,191.988,3.03928,188.94872,1854.9,720,3.7,716.3,54.034,41.28,0,41.28,96.6,72,0.04,71.96,230.5104387,163.416648,0.1134077,163.3032403,298,365,0.1951,KMg4P3O12Eu0.02Mn0.08
42,26,0.06,25.94,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,574.58,208,3.78,204.22,1206.964672,415.974,9.11784,406.85616,3990.3,1560,11.1,1548.9,112.72,89.44,0,89.44,208,156,0.12,155.88,477.0219954,354.069404,0.3402231,353.7291809,298,318,0.196,Ca7.94La2P6O26Eu0.06
19.21,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,253.59,96,1.89,94.11,534.704885,191.988,4.55892,187.42908,1797.05,720,5.55,714.45,52.34,41.28,0,41.28,96.42,72,0.06,71.94,219.2608123,163.416648,0.17011155,163.2465365,298,300,0.197,KSrSc2P3O12Eu0.03Tb0.18
19,12,0.03,11.97,228,65,8,57,534.387952,158.92535,15.999,142.92635,900,200,60,140,7.8,3.44,0,3.44,20,6,2,4,47.5510522,13.618054,5.670385,7.947669,296.03,112.1,1.95,110.15,641.9929113,258.479,4.7677605,253.7112395,1799.1,720,5.25,714.75,51.8359,41.28,0,41.28,95.97,72,0.06,71.94,218.1667397,163.416648,0.175914,163.240734,298,350,0.197,Sr2.95Y0.97P3O12Eu0.05Tb0.03
6.01,4,0.01,3.99,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.14,3.44,0,3.44,16,6,2,4,33.2656242,13.618054,5.670385,7.947669,126.63,74,0.63,73.37,289.43364,183.84,1.51964,182.32036,556.85,240,1.85,238.15,16.46,13.76,0,13.76,32.02,24,0.02,23.98,68.50610505,54.472216,0.05670385,54.41551215,298,276,0.197,CaWO4Eu0.01
