Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),CIE x coordinate,Formula
22,13,0.02,12.98,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,216.12,104,1.26,102.74,462.9016406,207.987,3.03928,204.94772,1749.8,780,3.7,776.3,61.078,44.72,0,44.72,103.98,78,0.04,77.96,246.8127599,177.034702,0.1134077,176.9212943,298,395,0.544,CaLa0.98B7O13Eu0.02
11,7,0.02,6.98,124,63,8,55,286.556762,151.964,15.999,135.965,545,200,60,140,6.58,3.44,0,3.44,15,6,2,4,35.4699922,13.618054,5.670385,7.947669,162.5,75.24,1.26,73.98,350.467404,173.4876,3.03928,170.44832,1019.7,420,3.7,416.3,30.341,24.08,0,24.08,56,42,0.04,41.96,127.6889948,95.326378,0.1134077,95.2129703,298,395,0.5458,Sr1.98P2O7Eu0.02
14,8,0.04,7.96,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,207.32,71.38,2.64,68.74,460.3283758,179.723144,6.5,173.223144,1383.1,540,7,533,36.3728,27.52,0,27.52,65.58,48,0.08,47.92,152.4051784,108.944432,0.237562,108.70687,298,392,0.547,Na3Bi0.86P2O8Eu0.1Dy0.04
5,3,0.05,2.95,168,63,8,55,392.2553,151.964,15.999,135.965,820,220,60,160,6.69,3.44,0,3.44,15,6,1,5,35.66888654,13.618054,4.34066354,9.27739046,100.13,49.84,1.14,48.7,228.029128,122.22103,2.345898,119.875132,533.8,191.35,9.25,182.1,12.7013,10.32,0,10.32,23.94,18,0.06,17.94,52.86462202,40.854162,0.260439812,40.59372219,475,397,0.55,Ba0.89TiO3K0.06Eu0.05
45,28,0.04,27.96,189,63,8,55,434.068806,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454,571.47,224,2.52,221.48,1178.254798,447.972,6.07856,441.89344,4163.2,1680,7.4,1672.6,122.0325,96.32,0,96.32,225.75,168,0.08,167.92,515.9780745,381.305512,0.2268154,381.0786966,298,320,0.55,Ca8.41CeP7O28Eu0.04Mn0.55
15,8,0.04,7.96,140,63,7,56,331.383,151.964,14.007,137.957,575,215,65,150,5.83,3.04,0,3.04,13,5,2,3,33.567862,14.53413,5.211664,9.322466,238.28,109.76,2.52,107.24,527.72048,269.16092,6.07856,263.08236,1498.8,550,7.4,542.6,35.5644,24.32,0,24.32,64,40,0.08,39.92,167.4731318,116.27304,0.2268154,116.0462246,298,450,0.55,Ba1.96Si5N8Eu0.04
5.03,2,0.03,1.97,158,71,8,63,374.9898,174.9668,15.999,158.9678,520,185,60,125,7.02,3.44,0,3.44,16,6,2,4,35.07432,13.618054,5.425871,8.192183,175.89,142,1.89,140.11,418.55052,349.9336,4.55892,345.37468,575.55,350,5.55,344.45,11.46,6.88,0,6.88,22.06,12,0.06,11.94,48.61797155,27.236108,0.17011155,27.06599645,298,280,0.5512,Lu2O2SEu0.03
3,2,0.05,1.95,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,57.15,38,3.15,34.85,126.259,86.6628,7.5982,79.0646,276.5,147.25,9.25,138,8.1435,6.88,0,6.88,15.9,12,0.1,11.9,33.82183225,27.236108,0.28351925,26.95258875,298,393,0.554,Zr0.95O2Eu0.05
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,203.3,64,6.6,57.4,448.9870918,135.83726,16.25,119.58726,1387.75,540,17.5,522.5,36.047,27.52,0,27.52,64.95,48,0.2,47.8,152.0821208,108.944432,0.593905,108.350527,298,396,0.559,Na3Bi0.65P2O8Eu0.25Dy0.1
7,4,0.01,3.99,153,63,8,55,356.147214,151.964,15.999,135.965,755,260,60,200,7.73,3.44,0,3.44,16,6,1,5,41.31526555,13.618054,3.893905548,9.724148452,114.08,54.45,0.63,53.82,252.3707994,131.5763974,1.51964,130.0567574,749.25,257.4,1.85,255.55,18.0421,13.76,0,13.76,32.01,24,0.02,23.98,76.51680734,54.472216,0.05670385,54.41551215,300,266,0.56,Cs0.99MgPO4Eu0.01
7,4,0.05,3.95,153,63,8,55,356.147214,151.964,15.999,135.965,755,260,60,200,7.73,3.44,0,3.44,16,6,1,5,41.31526555,13.618054,3.893905548,9.724148452,114.4,52.25,3.15,49.1,253.1331414,126.2601794,7.5982,118.6619794,746.25,247,9.25,237.75,18.0105,13.76,0,13.76,32.05,24,0.1,23.9,76.58786652,54.472216,0.28351925,54.18869675,300,266,0.56,Cs0.95MgPO4Eu0.05
7,4,0.07,3.93,153,63,8,55,356.147214,151.964,15.999,135.965,755,260,60,200,7.73,3.44,0,3.44,16,6,1,5,41.31526555,13.618054,3.893905548,9.724148452,114.56,51.15,4.41,46.74,253.5143123,123.6020703,10.63748,112.9645903,744.75,241.8,12.95,228.85,17.9947,13.76,0,13.76,32.07,24,0.14,23.86,76.62339611,54.472216,0.39692695,54.07528905,300,266,0.56,Cs0.93MgPO4Eu0.07
5,3,0.05,2.95,168,63,8,55,392.2553,151.964,15.999,135.965,820,220,60,160,6.69,3.44,0,3.44,15,6,1,5,35.66888654,13.618054,4.34066354,9.27739046,100.13,49.84,1.14,48.7,228.029128,122.22103,2.345898,119.875132,533.8,191.35,9.25,182.1,12.7013,10.32,0,10.32,23.94,18,0.06,17.94,52.86462202,40.854162,0.260439812,40.59372219,450,397,0.56,Ba0.89TiO3K0.06Eu0.05
3,2,0.13,1.87,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,58.99,34.8,8.19,26.61,131.1182,79.36488,19.75532,59.60956,278.9,134.85,24.05,110.8,8.0371,6.88,0,6.88,15.74,12,0.26,11.74,33.74475105,27.236108,0.73715005,26.49895795,298,393,0.56,Zr0.87O2Eu0.13
18.015,9,0.015,8.985,123,63,5,58,285.3914032,151.964,10.81,141.154,580,200,50,150,10.41,3.98,0,3.98,20,7,2,5,50.7041452,17.42282,5.670385,11.752435,286.945,190,0.945,189.055,635.7988632,438.1,2.27946,435.82054,1847.775,1000,2.775,997.225,45.81,30.96,0,30.96,80.03,54,0.03,53.97,193.4387548,122.562486,0.085055775,122.4774302,298,335,0.5605,Sr5B3O9FEu0.015
12,6,0.005,5.995,214,65,5,60,510.47535,158.92535,10.81,148.11535,820,215,60,155,9.53,3.44,0,3.44,22,7,2,5,51.629552,13.618054,5.211664,8.40639,251.99,112,0.315,111.685,586.6085433,274.654,0.75982,273.89418,1235.05,430,0.925,429.075,29.66,20.64,0,20.64,55,36,0.01,35.99,127.5581529,81.708324,0.028351925,81.67997208,298,377,0.561,Ba2Tb0.995B2O6ClEu0.005
18.07,9,0.07,8.93,123,63,5,58,285.3914032,151.964,10.81,141.154,580,200,50,150,10.41,3.98,0,3.98,20,7,2,5,50.7041452,17.42282,5.670385,11.752435,290.41,190,4.41,185.59,644.1568832,438.1,10.63748,427.46252,1857.95,1000,12.95,987.05,45.81,30.96,0,30.96,80.14,54,0.14,53.86,193.750626,122.562486,0.39692695,122.1655591,298,335,0.5628,Sr5B3O9FEu0.07
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,206.2,66.4,6.3,60.1,457.1820868,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.21,27.52,0,27.52,65.4,48,0.2,47.8,152.3168654,108.944432,0.5670385,108.3773935,298,396,0.563,Na3Bi0.8P2O8Eu0.1Tb0.1
22,13,0.08,12.92,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,216.48,104,5.04,98.96,463.6851524,207.987,12.15712,195.82988,1749.2,780,14.8,765.2,61.012,44.72,0,44.72,103.92,78,0.16,77.84,246.818369,177.034702,0.4536308,176.5810712,298,395,0.564,CaLa0.92B7O13Eu0.08
7.2,4,0.2,3.8,191,64,8,56,462.54,157.25,15.999,141.251,640,215,60,155,5.53,3.44,0,3.44,12,6,2,4,30.649899,13.618054,5.211664,8.40639,228.6,128,12.6,115.4,546.2158,314.5,30.3928,284.1072,852,360,37,323,17.05,13.76,0,13.76,30.4,24,0.4,23.6,73.117549,54.472216,1.134077,53.338139,298,394,0.564,BaGd2O4Eu0.2
18.02,9,0.02,8.98,123,63,5,58,285.3914032,151.964,10.81,141.154,580,200,50,150,10.41,3.98,0,3.98,20,7,2,5,50.7041452,17.42282,5.670385,11.752435,287.26,190,1.26,188.74,636.5586832,438.1,3.03928,435.06072,1848.7,1000,3.7,996.3,45.81,30.96,0,30.96,80.04,54,0.04,53.96,193.4671067,122.562486,0.1134077,122.4490783,298,335,0.5648,Sr5B3O9FEu0.02
44.144,28,0.007,27.993,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,612.681,224,0.441,223.559,1296.297612,447.972,1.063748,446.908252,4111.955,1680,1.295,1678.705,120.837,96.32,0,96.32,222.788,168,0.014,167.986,508.9618008,381.305512,0.039692695,381.2658193,298,380,0.565,Ca3.537Sr4.5YP7O28Eu0.007Mn0.1
16,9,0.01,8.99,125,63,5,58,289.3827693,151.964,10.81,141.154,710,200,60,140,7.36,3.44,0,3.44,14,6,1,5,38.4204019,13.618054,5.1390767,8.4789773,146.25,72,0.63,71.37,309.2942093,143.991,1.51964,142.47136,1344.85,540,1.85,538.15,43.0305,30.96,0,30.96,72,54,0.02,53.98,174.8862801,122.562486,0.05670385,122.5057822,298,394,0.566,NaSr0.99B5O9Eu0.01
3,2,0.07,1.93,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,57.61,37.2,4.41,32.79,127.4738,84.83832,10.63748,74.20084,277.1,144.15,12.95,131.2,8.1169,6.88,0,6.88,15.86,12,0.14,11.86,33.80256195,27.236108,0.39692695,26.83918105,298,393,0.567,Zr0.93O2Eu0.07
5,3,0.05,2.95,168,63,8,55,392.2553,151.964,15.999,135.965,820,220,60,160,6.69,3.44,0,3.44,15,6,1,5,35.66888654,13.618054,4.34066354,9.27739046,100.13,49.84,1.14,48.7,228.029128,122.22103,2.345898,119.875132,533.8,191.35,9.25,182.1,12.7013,10.32,0,10.32,23.94,18,0.06,17.94,52.86462202,40.854162,0.260439812,40.59372219,400,397,0.57,Ba0.89TiO3K0.06Eu0.05
42,24,0.1,23.9,151,63,8,55,355.2621652,151.964,15.999,135.965,610,215,50,165,10.5,3.98,0,3.98,22,7,2,5,52.409609,17.42282,5.211664,12.211156,860.7,554.4,6.3,548.1,1982.549078,1359.5373,15.1964,1344.3409,4287,2128.5,18.5,2110,112.471,82.56,0,82.56,208,144,0.2,143.8,476.7615641,326.833296,0.5670385,326.2662575,298,394,0.57,Ba9.9F2P6O24Eu0.1
16.5,10.5,0.1,10.4,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,385.6,165.3,6.3,159,886.533973,402.825863,15.1964,387.629463,1684,630,18.5,611.5,44.09,36.12,0,36.12,83.9,63,0.2,62.8,180.0496425,142.989567,0.5670385,142.4225285,298,392,0.57,La2.9YSnNbO10.5Eu0.1
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,206.2,66.4,6.3,60.1,457.1820868,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.21,27.52,0,27.52,65.4,48,0.2,47.8,152.3168654,108.944432,0.5670385,108.3773935,298,379,0.571,Na3Bi0.8P2O8Eu0.1Tb0.1
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,202.3,64,6.6,57.4,446.1362718,127.992,16.25,111.742,1389,540,17.5,522.5,35.952,27.52,0,27.52,64.8,48,0.2,47.8,152.0013642,108.944432,0.593905,108.350527,298,396,0.572,Na3Bi0.6P2O8Eu0.3Dy0.1
45.055,28,0.005,27.995,188,63,8,55,432.858276,151.964,15.999,135.965,860,195,60,135,9.28,3.44,0,3.44,25,7,2,5,48.8991982,13.618054,5.5769,8.041154,567.565,224,0.315,223.685,1167.902526,447.972,0.75982,447.21218,4202.925,1680,0.925,1679.075,121.8275,96.32,0,96.32,224.36,168,0.01,167.99,515.7076636,381.305512,0.028351925,381.2771601,298,365,0.573,Ca9LaP7O28Eu0.005Mn0.05
3,2,0.09,1.91,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,58.07,36.4,5.67,30.73,128.6886,83.01384,13.67676,69.33708,277.7,141.05,16.65,124.4,8.0903,6.88,0,6.88,15.82,12,0.18,11.82,33.78329165,27.236108,0.51033465,26.72577335,298,393,0.573,Zr0.91O2Eu0.09
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,205.3,64,6.3,57.7,454.6793343,156.7353,15.1964,141.5389,1384.75,540,18.5,521.5,36.115,27.52,0,27.52,65.25,48,0.2,47.8,152.2457796,108.944432,0.5670385,108.3773935,298,379,0.574,Na3Bi0.75P2O8Eu0.1Tb0.15
24,15,0.35,14.65,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,300.75,120,22.05,97.95,634.555448,239.985,53.1874,186.7976,2144.75,900,64.75,835.25,65.8575,51.6,0,51.6,120,90,0.7,89.3,280.5374246,204.27081,1.98463475,202.2861753,298,393,0.5742,Sr1.65Mg3P4O15Eu0.35
15.002,8,0.02,7.98,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,202.576,75.316,1.26,74.056,429.18312,173.66284,3.03928,170.62356,1470.1,550,3.7,546.3,35.7029,24.32,0,24.32,64.004,40,0.04,39.96,168.4320895,116.27304,0.1134077,116.1596323,298,465,0.575,Sr1.982Si5N8Eu0.02
18.97,11,0.01,10.99,212,74,8,66,512.1197693,183.84,15.999,167.841,775,215,60,155,6.96,3.44,0,3.44,17,6,1,5,37.5032097,13.618054,5.1390767,8.4789773,480.39,221.76,0.63,221.13,1134.983099,543.81492,1.51964,542.29528,2143.25,851.4,1.85,849.55,46.6244,37.84,0,37.84,87.94,66,0.02,65.98,196.4997007,149.798594,0.05670385,149.7418902,298,395,0.575,Ba3.96Na2W2O11Eu0.01
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,203.5,64,6.3,57.7,449.6738293,135.83726,15.1964,120.64086,1386.25,540,18.5,521.5,35.925,27.52,0,27.52,64.95,48,0.2,47.8,152.103608,108.944432,0.5670385,108.3773935,298,379,0.575,Na3Bi0.65P2O8Eu0.1Tb0.25
14,8,0.02,7.98,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,207.66,73.04,1.32,71.72,461.2579838,183.902752,3.25,180.652752,1382.8,540,3.5,536.5,36.3864,27.52,0,27.52,65.64,48,0.04,47.96,152.4321077,108.944432,0.118781,108.825651,298,392,0.575,Na3Bi0.88P2O8Eu0.1Dy0.02
24,15,0.05,14.95,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,293.25,120,3.15,116.85,615.252248,239.985,7.5982,232.3868,2149.25,900,9.25,890.75,66.1425,51.6,0,51.6,120,90,0.1,89.9,280.5447693,204.27081,0.28351925,203.9872908,298,393,0.5759,Sr1.95Mg3P4O15Eu0.05
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,204.4,64,6.3,57.7,452.1765818,146.28628,15.1964,131.08988,1385.5,540,18.5,521.5,36.02,27.52,0,27.52,65.1,48,0.2,47.8,152.1746938,108.944432,0.5670385,108.3773935,298,379,0.576,Na3Bi0.7P2O8Eu0.1Tb0.2
9,6,0.02,5.98,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,200.48,77.22,1.26,75.96,458.9068432,183.84,3.03928,180.80072,855.1,360,3.7,356.3,24.7556,20.64,0,20.64,47.98,36,0.04,35.96,101.9959365,81.708324,0.1134077,81.5949163,298,275,0.5768,Y1.98WO6Eu0.02
24,15,0.2,14.8,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,297,120,12.6,107.4,624.903848,239.985,30.3928,209.5922,2147,900,37,863,66,51.6,0,51.6,120,90,0.4,89.6,280.541097,204.27081,1.134077,203.136733,298,393,0.5772,Sr1.8Mg3P4O15Eu0.2
22,13,0.15,12.85,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,216.9,104,9.45,94.55,464.5992495,207.987,22.7946,185.1924,1748.5,780,27.75,752.25,60.935,44.72,0,44.72,103.85,78,0.3,77.7,246.824913,177.034702,0.85055775,176.1841443,298,395,0.579,CaLa0.85B7O13Eu0.15
16.14,10,0.14,9.86,136,63,8,55,309.25884,151.964,15.999,135.965,685,185,60,125,7.87,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669,220.82,80,8.82,71.18,467.63664,177.81168,21.27496,156.53672,1465.9,600,25.9,574.1,43.85,34.4,0,34.4,80.28,60,0.28,59.72,181.5101979,136.18054,0.7938539,135.3866861,298,230,0.579,MgY2Si3O10Eu0.14
5,3,0.05,2.95,168,63,8,55,392.2553,151.964,15.999,135.965,820,220,60,160,6.69,3.44,0,3.44,15,6,1,5,35.66888654,13.618054,4.34066354,9.27739046,100.13,49.84,1.14,48.7,228.029128,122.22103,2.345898,119.875132,533.8,191.35,9.25,182.1,12.7013,10.32,0,10.32,23.94,18,0.06,17.94,52.86462202,40.854162,0.260439812,40.59372219,425,397,0.58,Ba0.89TiO3K0.06Eu0.05
13.28,8,0.04,7.96,123,63,8,55,278.179806,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669,138.52,64,2.52,61.48,282.1182146,127.992,6.07856,121.91344,1171,480,7.4,472.6,36.202,27.52,0,27.52,65.76,48,0.08,47.92,154.8674887,108.944432,0.2268154,108.7176166,298,378,0.58,Mg3P2O8Eu0.04Mn0.24
3,2,0.11,1.89,111,63,8,55,259.187,151.964,15.999,135.965,400,185,60,125,4.77,3.44,0,3.44,12,6,2,4,25.922339,13.618054,5.670385,7.947669,58.53,35.6,6.93,28.67,129.9034,81.18936,16.71604,64.47332,278.3,137.95,20.35,117.6,8.0637,6.88,0,6.88,15.78,12,0.22,11.78,33.76402135,27.236108,0.62374235,26.61236565,298,393,0.581,Zr0.89O2Eu0.11
41,25,0.05,24.95,169,63,8,55,379.969884,151.964,15.999,135.965,855,185,60,125,9.11,3.44,0,3.44,24,7,2,5,47.2045552,13.618054,5.670385,7.947669,600.65,234,2.5,231.5,1269.312344,533.43504,5.4938044,527.9412356,3956.25,1500,9.25,1490.75,108.725,86,0,86,200.5,150,0.1,149.9,451.2275766,340.45135,0.28351925,340.1678308,298,432,0.581,Ca3.85Y6Si6O25Eu0.05Mn0.1
6.05,4,0.05,3.95,151,63,8,55,351.533,151.964,15.999,135.965,590,200,60,140,6.55,3.44,0,3.44,16,6,2,4,32.0757362,13.618054,5.670385,7.947669,115.15,42,3.15,38.85,255.1642,95.95,7.5982,88.3518,594.25,240,9.25,230.75,16.87,13.76,0,13.76,32.1,24,0.1,23.9,67.54303245,54.472216,0.28351925,54.18869675,298,272,0.5812,SrMoO4Eu0.05
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,202.6,64,6.3,57.7,447.1710768,127.992,15.1964,112.7956,1387,540,18.5,521.5,35.83,27.52,0,27.52,64.8,48,0.2,47.8,152.0325222,108.944432,0.5670385,108.3773935,298,379,0.583,Na3Bi0.6P2O8Eu0.1Tb0.3
24,15,0.1,14.9,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,294.5,120,6.3,113.7,618.469448,239.985,15.1964,224.7886,2148.5,900,18.5,881.5,66.095,51.6,0,51.6,120,90,0.2,89.8,280.5435452,204.27081,0.5670385,203.7037715,298,393,0.5836,Sr1.9Mg3P4O15Eu0.1
42,26,0.08,25.92,216,63,8,55,516.82547,151.964,15.999,135.965,780,215,60,155,7.44,3.44,0,3.44,17,6,2,4,37.976438,13.618054,5.211664,8.40639,968.48,451.44,5.04,446.4,2238.696442,1100.131322,12.15712,1087.974202,4299.2,1560,14.8,1545.2,111.992,89.44,0,89.44,207.92,156,0.16,155.84,456.5120208,354.069404,0.4536308,353.6157732,298,395,0.5838,Ba2La7.92Ge6O26Eu0.08
24,15,0.3,14.7,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,299.5,120,18.9,101.1,631.338248,239.985,45.5892,194.3958,2145.5,900,55.5,844.5,65.905,51.6,0,51.6,120,90,0.6,89.4,280.5386487,204.27081,1.7011155,202.5696945,298,393,0.5839,Sr1.7Mg3P4O15Eu0.3
12,6,0.01,5.99,214,65,5,60,510.47535,158.92535,10.81,148.11535,820,215,60,155,9.53,3.44,0,3.44,22,7,2,5,51.629552,13.618054,5.211664,8.40639,251.98,112,0.63,111.37,586.5737365,274.654,1.51964,273.13436,1235.1,430,1.85,428.15,29.66,20.64,0,20.64,55,36,0.02,35.98,127.5571859,81.708324,0.05670385,81.65162015,298,377,0.584,Ba2Tb0.99B2O6ClEu0.01
17.3,12,0.3,11.7,166,74,8,66,396.758908,183.84,15.999,167.841,540,185,60,125,6.5,3.44,0,3.44,17,6,2,4,33.713959,13.618054,5.670385,7.947669,378.9,222,18.9,203.1,879.009016,551.52,45.5892,505.9308,1500.5,720,55.5,664.5,49.1,41.28,0,41.28,96.6,72,0.6,71.4,201.8328335,163.416648,1.7011155,161.7155325,298,264,0.5845,Sc2W3O12Eu0.3
13,8,0.006,7.994,228,68,8,60,546.75747,167.259,15.999,151.26,740,195,60,135,7.79,3.44,0,3.44,17,6,2,4,38.872474,13.618054,5.5769,8.041154,324.19,226.86,0.378,226.482,756.7191806,552.8437706,0.911784,551.9319866,1384.66,776.1,1.11,774.99,33.92536,27.52,0,27.52,63.98,48,0.012,47.988,139.1594591,108.944432,0.03402231,108.9104097,298,320,0.5846,La3.98GeO8Eu0.006Er0.014
24,15,0.4,14.6,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,302,120,25.2,94.8,637.772648,239.985,60.7856,179.1994,2144,900,74,826,65.81,51.6,0,51.6,120,90,0.8,89.2,280.5362005,204.27081,2.268154,202.002656,298,393,0.5846,Sr1.6Mg3P4O15Eu0.4
19,12,0.05,11.95,207,83,8,75,495.537162,208.9804,15.999,192.9814,705,200,60,140,8.48,3.44,0,3.44,20,6,2,4,42.7555082,13.618054,5.670385,7.947669,337,114,3.15,110.85,753.898866,262.86,7.5982,255.2618,1781.25,720,9.25,710.75,52.505,41.28,0,41.28,97.85,72,0.1,71.9,219.1660671,163.416648,0.28351925,163.1331288,298,392,0.585,Sr3Bi0.95P3O12Eu0.05
14.01,9,0.01,8.99,265,83,8,75,645.51128,208.9804,15.999,192.9814,750,200,60,140,7.79,3.44,0,3.44,20,6,2,4,39.8183922,13.618054,5.670385,7.947669,422.63,166,0.63,165.37,1012.9872,417.9608,1.51964,416.44116,1351.85,540,1.85,538.15,38.71,30.96,0,30.96,76.02,54,0.02,53.98,157.984229,122.562486,0.05670385,122.5057822,298,465,0.585,SrBi2Ta2O9Eu0.01
10,6,0.05,5.95,191,63,8,55,444.619,151.964,15.999,135.965,725,185,60,125,8.27,3.44,0,3.44,18,6,2,4,39.7963384,13.618054,5.670385,7.947669,188.7,51,3.15,47.85,414.5853,121.76,7.5982,114.1618,1021.5,360,9.25,350.75,26.381,20.64,0,20.64,47.95,36,0.1,35.9,108.3235801,81.708324,0.28351925,81.42480475,298,395,0.586,Ca2In0.95SbO6Eu0.05
7,4,0.03,3.97,179,63,8,55,421.731562,151.964,15.999,135.965,795,235,60,175,7.34,3.44,0,3.44,16,6,1,5,39.163917,13.618054,4.177128,9.440926,139.64,52.64,1.89,50.75,316.647896,129.08738,4.55892,124.52846,789.7,242.05,5.55,236.5,17.6312,13.76,0,13.76,31.97,24,0.06,23.94,74.33041955,54.472216,0.17011155,54.30210445,298,392,0.586,Rb1.03Ba0.94PO4Eu0.03
24,15,0.15,14.85,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,295.75,120,9.45,110.55,621.686648,239.985,22.7946,217.1904,2147.75,900,27.75,872.25,66.0475,51.6,0,51.6,120,90,0.3,89.7,280.5423211,204.27081,0.85055775,203.4202523,298,393,0.5868,Sr1.85Mg3P4O15Eu0.15
