Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),Thermal quenching temp. (K),Formula
11,7,0.45,6.55,132,63,8,55,304.73584,151.964,15.999,135.965,565,185,60,125,6.2,3.44,0,3.44,15,6,2,4,32.333819,13.618054,5.670385,7.947669,188.8,60.45,28.35,32.1,413.914852,137.804052,68.3838,69.420252,1062.25,420,83.25,336.75,29.051,24.08,0,24.08,55.55,42,0.9,41.1,121.1710443,95.326378,2.55167325,92.77470475,395,649,Y1.55Ti2O7Eu0.45
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,623.72,318.08,1.14,316.94,1463.298373,783.851264,2.7781094,781.0731546,2755.4,1020,3.9,1016.1,74.962,58.48,0,58.48,131.02,102,0.06,101.94,310.6749736,231.506918,0.111538,231.39538,396,385,Ba2Lu4.48La0.02B5O17Eu0.5
13,8,0.5,7.5,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.5,64,15,49,455.5023006,127.992,30.973762,97.018238,1267.5,480,90,390,34.33,27.52,0,27.52,63,48,1,47,142.7117919,108.944432,2.8351925,106.1092395,396,455,Na2Gd0.5PO8MoEu0.5
13,8,0.4,7.6,210,71,8,63,492.8433313,174.9668,15.999,158.9678,845,185,60,125,9.72,3.44,0,3.44,22,6,1,5,47.4325027,13.618054,5.1390767,8.4789773,209.2,64,15,49,462.0604206,127.992,30.973762,97.018238,1266,480,70,410,34.13,27.52,0,27.52,63,48,0.8,47.2,142.3742808,108.944432,2.1703484,106.7740836,396,470,Na2Lu0.4MoO8PEu0.6
46.2,32,0.3,31.7,299,74,3,71,722.59547,183.84,6.94,176.9,1135,215,60,155,9.06,3.44,0,3.44,22,6,1,5,49.02761496,13.618054,5.211664,8.40639,1024.8,592,9,583,2406.894241,1470.72,20.82,1449.9,4075,1920,58.5,1861.5,128.79,110.08,0,110.08,249.7,192,0.9,191.1,532.54806,435.777728,1.67307,434.104658,396,475,Li3BaSrLa0.3W8O32Eu0.9
29,17,0.5,16.5,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.40639,592.5,288,25,263,1384.294,707.625,54.05,653.575,2777.5,1020,92.5,927.5,75.86,58.48,0,58.48,131,102,1,101,313.9296155,231.506918,2.8351925,228.6717255,396,490,Ba2Gd4.5B5O17Eu0.5
13,8,1,7,179,74,8,66,421.875062,183.84,15.999,167.841,700,220,60,160,8.15,3.44,0,3.44,20,6,1,5,41.97981854,13.618054,4.34066354,9.27739046,254,74,15,59,572.966362,183.84,30.973762,152.866238,1340,480,100,380,33.05,27.52,0,27.52,63,48,2,46,141.6468601,108.944432,5.670385,103.274047,396,500,K2WPO8Eu1
10,6,0.4,5.6,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,196.8,48,25.2,22.8,434.82205,104.98008,60.7856,44.19448,1044,360,74,286,24.84,20.64,0,20.64,47,36,0.8,35.2,106.217161,81.708324,2.268154,79.44017,396,500,Ca2Lu0.6NbO6Eu0.4
10,6,0.4,5.6,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,228.8,73,25.2,47.8,522.86356,180.94788,60.7856,120.16228,1044,360,74,286,24.74,20.64,0,20.64,47,36,0.8,35.2,107.007881,81.708324,2.268154,79.44017,396,583,Ca2Lu0.6TaO6Eu0.4
5,3,0.05,2.95,168,63,8,55,392.2553,151.964,15.999,135.965,820,220,60,160,6.69,3.44,0,3.44,15,6,1,5,35.66888654,13.618054,4.34066354,9.27739046,100.13,49.84,1.14,48.7,228.029128,122.22103,2.345898,119.875132,533.8,191.35,9.25,182.1,12.7013,10.32,0,10.32,23.94,18,0.06,17.94,52.86462202,40.854162,0.260439812,40.59372219,397,427,Ba0.89TiO3K0.06Eu0.05
42,26,2,24,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.55,3.44,0,3.44,20,6,2,4,44.445946,13.618054,5.211664,8.40639,816.8,208,84,124,1841.723416,415.974,168.51,247.464,4138,1560,430,1130,109.164,89.44,0,89.44,205.6,156,4,152,460.291546,354.069404,10.423328,343.646076,397,473,Ba2Y3.2La2.4Si6O26Eu2.4
26,15,0.5,14.5,148,63,5,58,334.7383785,151.964,10.81,141.154,815,185,60,125,9.31,3.44,0,3.44,19,6,2,4,45.9026416,13.618054,5.670385,7.947669,290,120,19.5,100.5,604.8385355,239.985,43.24,196.745,2337.5,900,90,810,68.2,51.6,0,51.6,119.5,90,1,89,279.7034793,204.27081,2.8351925,201.4356175,397,500,Ca3Y0.5Al3O15B4Eu0.5
26,15,0.5,14.5,173,64,5,59,403.0825385,157.25,10.81,146.44,815,185,60,125,9.29,3.44,0,3.44,18,6,2,4,45.8351776,13.618054,5.670385,7.947669,302.5,120,20,100,639.0106155,239.985,43.24,196.745,2337.5,900,90,810,68.19,51.6,0,51.6,119,90,1,89,279.6697473,204.27081,2.8351925,201.4356175,397,553,Ca3Gd0.5Al3O15B4Eu0.5
26,15,0.3,14.7,198,71,5,66,463.5408,174.9668,10.81,164.1568,815,185,60,125,9.29,3.44,0,3.44,18,6,2,4,45.124786,13.618054,5.425871,8.192183,358.4,120,20,100,771.49284,239.985,43.24,196.745,2352,900,52.5,847.5,68.49,51.6,0,51.6,119,90,0.6,89.4,279.3972878,204.27081,1.6277613,202.6430487,397,560,Ca3Lu0.3Ga3B4O15Eu0.7
7,4,0.3,3.7,197,63,8,55,461.079,151.964,15.999,135.965,765,200,60,140,7.16,3.44,0,3.44,24,12,2,10,39.9161052,13.618054,5.5386,8.079454,171.1,58,9,49,391.9832,140.116,19.614,120.502,801,280,40.5,239.5,16.705,13.76,0,13.76,33,24,0.6,23.4,72.50300528,54.472216,1.7011155,52.7711005,400,388,Sr1.4Zn0.3CeO4Eu0.3
7,4,0.06,3.94,148,63,16,47,341.367,151.964,32.06,119.904,615,200,100,100,5.34,2.58,0,2.58,13,6,2,4,27.724564,10.36001,5.670385,4.689625,165.5,64,3.78,60.22,359.16664,139.446,9.11784,130.32816,859.1,400,11.1,388.9,14.833,10.32,0,10.32,32,24,0.12,23.88,59.13204187,41.44004,0.3402231,41.0998169,400,400,Sr0.94Ga2S4Eu0.06
19.02,6,0.02,5.98,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,459.26,280,1.26,278.74,1054.53828,686.635,3.03928,683.59572,2258.7,1075,3.7,1071.3,47.85,20.64,0,20.64,96.04,42,0.04,41.96,201.9891977,81.708324,0.1134077,81.5949163,400,430,Ba5Si2O6Cl6Eu0.02
45,28,0.08,27.92,157,63,8,55,355.81767,151.964,15.999,135.965,855,200,60,140,9.25,3.44,0,3.44,20,6,2,4,49.6777172,13.618054,5.670385,7.947669,668,300.96,5.04,295.92,1440.156762,693.9504,12.15712,681.79328,4288.8,1680,14.8,1665.2,121.844,96.32,0,96.32,224,168,0.16,167.84,514.477018,381.305512,0.4536308,380.8518812,400,433,Sr7.92MgScP7O28Eu0.08
44.79,28,0.03,27.97,193,63,8,55,449.767232,151.964,15.999,135.965,890,200,60,140,8.99,3.44,0,3.44,20,6,2,4,48.6931272,13.618054,5.5769,8.041154,694.77,294.88,1.89,292.99,1512.488924,679.9312,4.55892,675.37228,4282.55,1680,5.55,1674.45,121.432,96.32,0,96.32,223.58,168,0.06,167.94,512.29773,381.305512,0.17011155,381.1354005,400,443,Sr7.76MgLaP7O28Eu0.03
44.93,28,0.01,27.99,175,63,8,55,399.767602,151.964,15.999,135.965,875,200,60,140,9.11,3.44,0,3.44,20,6,2,4,49.3334872,13.618054,5.670385,7.947669,681.59,300.96,0.63,300.33,1473.469214,693.9504,1.51964,692.43076,4295.85,1680,1.85,1678.15,121.704,96.32,0,96.32,223.86,168,0.02,167.98,513.7358611,381.305512,0.05670385,381.2488082,400,453,Sr7.92MgYP7O28Eu0.01
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,205.9,66.4,6.2,60.2,456.3255518,167.18432,15.036,152.14832,1385,540,18.5,521.5,36.327,27.52,0,27.52,65.4,48,0.2,47.8,152.2948564,108.944432,0.564371,108.380061,403,593,Na3Bi0.8P2O8Eu0.1Sm0.1
13,8,0.02,7.98,206,63,14,49,488.34147,151.964,28.085,123.879,805,215,100,115,6.47,2.58,0,2.58,17,6,2,4,34.970642,10.36001,5.211664,5.148346,326.14,128,1.26,126.74,728.08068,277.81094,3.03928,274.77166,1624.4,800,3.7,796.3,27.5122,20.64,0,20.64,64,48,0.04,47.96,115.5580844,82.88008,0.1134077,82.7666723,405,403,Ba0.98La2Si2S8Eu0.02
20.01,12,0.01,11.99,156,63,8,55,364.348762,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.138472,13.618054,5.211664,8.40639,420.63,280,0.63,279.37,970.175164,686.635,1.51964,685.11536,2106.85,1075,1.85,1073.15,52.01,41.28,0,41.28,96.02,72,0.02,71.98,218.6567269,163.416648,0.05670385,163.3599442,405,403,Ba5P2SiO12Eu0.01
12.15,7,0.15,6.85,187,63,16,47,432.73047,151.964,32.06,119.904,790,195,100,95,6.49,2.58,0,2.58,16,6,2,4,33.719752,10.36001,5.5769,4.78311,291.45,112,9.45,102.55,635.36707,224.42,22.7946,201.6254,1492.75,700,27.75,672.25,25.59,18.06,0,18.06,56.3,42,0.3,41.7,103.0585884,72.52007,0.85055775,71.66951225,405,414,CaLaGa3S7Eu0.15
7.06,4,0.06,3.94,122,63,12,51,278.052,151.964,24.305,127.659,565,185,100,85,5.7,2.58,0,2.58,13,6,2,4,29.6759318,10.36001,5.670385,4.689625,141.78,64,3.78,60.22,301.10884,139.446,9.11784,130.32816,821.1,400,11.1,388.9,15.25,10.32,0,10.32,32.12,24,0.12,23.88,61.4251017,41.44004,0.3402231,41.0998169,430,402,MgGa2S4Eu0.06
8,4,0.06,3.94,122,63,12,51,278.052,151.964,24.305,127.659,565,185,100,85,5.7,2.58,0,2.58,13,6,2,4,29.6759318,10.36001,5.670385,4.689625,153.06,64,3.78,60.22,323.95554,139.446,9.11784,130.32816,962.1,400,11.1,388.9,16.4814,10.32,0,10.32,34,24,0.12,23.88,68.6125626,41.44004,0.3402231,41.0998169,430,402,Mg1.94Ga2S4Eu0.06
122.005,55,0.005,54.995,106,63,3,60,239.9705385,151.964,6.94,145.024,700,185,65,120,6.63,3.04,0,3.04,13,5,1,4,37.69515336,14.53413,5.391714761,9.142415239,1316.315,507,0.315,506.685,2680.504822,1052.280002,0.75982,1051.520182,13210.925,4875,0.925,4874.075,257.83,167.2,0,167.2,440.01,275,0.01,274.99,1198.247292,799.37715,0.028351925,799.3487981,450,355,Ca20Li8Al39N55Eu0.005
123.255,55,0.005,54.995,106,63,3,60,239.9705385,151.964,6.94,145.024,700,185,65,120,6.63,3.04,0,3.04,13,5,1,4,37.69515336,14.53413,5.391714761,9.142415239,1298.815,507,0.315,506.685,2647.757322,1052.280002,0.75982,1051.520182,13348.425,4875,0.925,4874.075,259.03,167.2,0,167.2,440.01,275,0.01,274.99,1204.085135,799.37715,0.028351925,799.3487981,450,360,Ca18.75Li10.5Al39N55Eu0.005
124.005,55,0.005,54.995,106,63,3,60,239.9705385,151.964,6.94,145.024,700,185,65,120,6.63,3.04,0,3.04,13,5,1,4,37.69515336,14.53413,5.391714761,9.142415239,1288.315,507,0.315,506.685,2628.108822,1052.280002,0.75982,1051.520182,13430.925,4875,0.925,4874.075,259.75,167.2,0,167.2,440.01,275,0.01,274.99,1207.58784,799.37715,0.028351925,799.3487981,450,360,Ca18Li12Al39N55Eu0.005
14.5,8,0.5,7.5,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,195.5,70,31.5,38.5,416.083,140.425,75.982,64.443,1362.5,550,92.5,457.5,34.77,24.32,0,24.32,63,40,1,39,165.5615147,116.27304,2.8351925,113.4378475,450,378,SrSi5N8Eu0.5
7,4,0.8,3.2,105,63,8,55,236.126,151.964,15.999,135.965,535,185,60,125,6.34,3.44,0,3.44,14,6,2,4,33.5532772,13.618054,5.670385,7.947669,120.4,50.4,14,36.4,261.7458,121.5712,28.085,93.4862,714,240,110,130,16.86,13.76,0,13.76,32,24,1.6,22.4,74.49599324,54.472216,4.536308,49.935908,450,411,Ca1.2SiO4Eu0.8
14,8,0.09,7.91,185,63,14,49,430.91847,151.964,28.085,123.879,705,195,100,95,8.54,2.96,0,2.96,22,7,2,5,41.572788,11.81381,5.5769,6.23691,362.54,165.87,5.67,160.2,810.4456777,404.2149177,13.67676,390.5381577,1719.1,800,16.65,783.35,30.601,20.64,0,20.64,71.91,48,0.18,47.82,127.7363697,82.88008,0.51033465,82.36974535,450,423,La2.91BrSi2S8Eu0.09
7.02,2,0.02,1.98,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,79.26,28,1.26,26.74,159.29928,56.17,3.03928,53.13072,653.7,220,3.7,216.3,17.76,6.88,0,6.88,32.04,12,0.04,11.96,78.8342969,29.06826,0.1134077,28.9548523,450,440,CaSi2N2O2Eu0.02
7,2,0.02,1.98,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,78.86,28,1.26,26.74,158.49772,56.17,3.03928,53.13072,650.1,220,3.7,216.3,17.74,6.88,0,6.88,32,12,0.04,11.96,78.7120338,29.06826,0.1134077,28.9548523,450,440,Ca0.98Si2N2O2Eu0.02
15,8,0.04,7.96,104,63,7,56,234.134,151.964,14.007,137.957,540,185,65,120,5.94,3.04,0,3.04,13,5,2,3,34.4693532,14.53413,5.670385,8.863745,167.72,70,2.52,67.48,337.11244,140.425,6.07856,134.34644,1430.2,550,7.4,542.6,35.78,24.32,0,24.32,64,40,0.08,39.92,169.2400546,116.27304,0.2268154,116.0462246,450,458,Ca1.96Si5N8Eu0.04
7,2,0.16,1.84,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,100,31.92,10.08,21.84,214.09704,73.6008,24.31424,49.28656,667.6,220,29.6,190.4,17.558,6.88,0,6.88,32,12,0.32,11.68,78.29868405,29.06826,0.9072616,28.1609984,450,471,Sr0.84Si2O2N2Eu0.16
7,2,0.16,1.84,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,100,31.92,10.08,21.84,214.09704,73.6008,24.31424,49.28656,667.6,220,29.6,190.4,17.558,6.88,0,6.88,32,12,0.32,11.68,78.29868405,29.06826,0.9072616,28.1609984,450,471,Sr0.84Si2N2O2Eu0.16
8,2,1,1,148,63,7,56,347.382,151.964,14.007,137.957,635,215,60,155,9.27,3.44,0,3.44,19,6,2,4,47.185916,14.53413,5.211664,9.322466,177,63,14,49,405.473,151.964,28.014,123.95,870,220,120,100,17.65,6.88,0,6.88,34,12,2,10,83.489783,29.06826,5.211664,23.856596,450,480,BaSi2O2N2Eu1
8,4,1,3,179,63,8,55,420.995,151.964,15.999,135.965,770,215,60,155,7.18,3.44,0,3.44,16,6,2,4,38.3466532,13.618054,5.211664,8.40639,203,63,14,49,468.992,151.964,28.085,123.879,950,240,110,130,17.5,13.76,0,13.76,34,24,2,22,79.2008152,54.472216,5.211664,49.260552,450,485,SrBaSiO4Eu1
7,2,0.02,1.98,150,63,7,56,337.753,151.964,14.007,137.957,800,200,60,140,10.33,3.44,0,3.44,21,6,2,4,53.7822744,14.53413,5.670385,8.863745,83,28,1.26,26.74,169.43238,56.17,3.03928,53.13072,654.7,220,3.7,216.3,17.7285,6.88,0,6.88,32,12,0.04,11.96,78.61582756,29.06826,0.1134077,28.9548523,450,500,Sr0.23Ca0.75Si2O2N2Eu0.02
6.94,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,94.22,34.96,1.26,33.7,199.83168,80.6104,3.03928,77.57112,657.7,220,3.7,216.3,17.634,6.88,0,6.88,31.88,12,0.04,11.96,77.96041952,29.06826,0.1134077,28.9548523,450,500,Sr0.92Si2N2O2Eu0.02
15,8,0.04,7.96,140,63,7,56,331.383,151.964,14.007,137.957,575,215,65,150,5.83,3.04,0,3.04,13,5,2,3,33.567862,14.53413,5.211664,9.322466,238.28,109.76,2.52,107.24,527.72048,269.16092,6.07856,263.08236,1498.8,550,7.4,542.6,35.5644,24.32,0,24.32,64,40,0.08,39.92,167.4731318,116.27304,0.2268154,116.0462246,450,533,Ba1.96Si5N8Eu0.04
7,2,0.08,1.92,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,98,34.96,5.04,29.92,208.94952,80.6104,12.15712,68.45328,668.8,220,14.8,205.2,17.634,6.88,0,6.88,32,12,0.16,11.84,78.30064262,29.06826,0.4536308,28.6146292,450,537,Sr0.92Si2O2N2Eu0.08
7,2,0.08,1.92,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,98,34.96,5.04,29.92,208.94952,80.6104,12.15712,68.45328,668.8,220,14.8,205.2,17.634,6.88,0,6.88,32,12,0.16,11.84,78.30064262,29.06826,0.4536308,28.6146292,450,537,Sr0.92Si2N2O2Eu0.08
13.02,7,0.02,6.98,161,63,8,55,370.42164,151.964,15.999,135.965,770,235,60,175,7.38,3.44,0,3.44,16,6,1,5,37.83451,13.618054,4.177128,9.440926,235.26,111,1.26,109.74,516.51152,256.4034,3.03928,253.36412,1528.7,705,3.7,701.3,31.56,24.08,0,24.08,56.04,42,0.04,41.96,130.4917957,95.326378,0.1134077,95.2129703,450,540,Rb3YSi2O7Eu0.02
7,2,0.02,1.98,150,63,7,56,337.753,151.964,14.007,137.957,800,200,60,140,10.33,3.44,0,3.44,21,6,2,4,53.7822744,14.53413,5.670385,8.863745,87.5,28,1.26,26.74,181.31788,56.17,3.03928,53.13072,659.7,220,3.7,216.3,17.716,6.88,0,6.88,32,12,0.04,11.96,78.51125556,29.06826,0.1134077,28.9548523,450,557,Sr0.48Ca0.5Si2O2N2Eu0.02
6.98,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,95.74,36.48,1.26,35.22,203.33648,84.1152,3.03928,81.07592,665.7,220,3.7,216.3,17.672,6.88,0,6.88,31.96,12,0.04,11.96,78.18821421,29.06826,0.1134077,28.9548523,450,557,Sr0.96Si2N2O2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,101,28,1.26,26.74,217.51563,63.9626,3.03928,60.92332,673.45,220,3.7,216.3,17.676,6.88,0,6.88,32,12,0.04,11.96,78.18131076,29.06826,0.1134077,28.9548523,450,560,Sr0.73Ba0.25Si2O2N2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,105.5,28,1.26,26.74,229.94238,68.6635,3.03928,65.62422,677.2,220,3.7,216.3,17.661,6.88,0,6.88,32,12,0.04,11.96,78.06050996,29.06826,0.1134077,28.9548523,450,560,Sr0.48Ba0.5Si2O2N2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,101,28,1.26,26.74,217.51563,63.9626,3.03928,60.92332,673.45,220,3.7,216.3,17.676,6.88,0,6.88,32,12,0.04,11.96,78.18131076,29.06826,0.1134077,28.9548523,450,560,Sr0.73Ba0.25Si2N2O2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,105.5,28,1.26,26.74,229.94238,68.6635,3.03928,65.62422,677.2,220,3.7,216.3,17.661,6.88,0,6.88,32,12,0.04,11.96,78.06050996,29.06826,0.1134077,28.9548523,450,560,Sr0.48Ba0.5Si2N2O2Eu0.02
15,8,0.04,7.96,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,203,74.48,2.52,71.96,430.29476,171.7352,6.07856,165.65664,1469.4,550,7.4,542.6,35.682,24.32,0,24.32,64,40,0.08,39.92,168.4202101,116.27304,0.2268154,116.0462246,450,573,Sr1.96Si5N8Eu0.04
7,3,1,2,117,63,7,56,261.1155385,151.964,14.007,137.957,665,185,65,120,7.55,3.04,0,3.04,16,5,2,3,40.4551216,14.53413,5.670385,8.863745,131,63,13,50,289.1295385,151.964,26.9815385,124.9824615,795,195,110,85,13.63,9.12,0,9.12,26,15,2,13,69.5233816,43.60239,5.670385,37.932005,450,590,CaAlSiN3Eu1
7,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,96.5,37.24,1.26,35.98,205.08888,85.8676,3.03928,82.82832,669.7,220,3.7,216.3,17.691,6.88,0,6.88,32,12,0.04,11.96,78.30211156,29.06826,0.1134077,28.9548523,450,600,Sr0.98Si2O2N2Eu0.02
7.02,2,0.02,1.98,148,63,7,56,347.382,151.964,14.007,137.957,635,215,60,155,9.27,3.44,0,3.44,19,6,2,4,47.185916,14.53413,5.211664,9.322466,115.26,56,1.26,54.74,256.54828,137.327,3.03928,134.28772,688.7,220,3.7,216.3,17.65,6.88,0,6.88,32.04,12,0.04,11.96,77.9328057,29.06826,0.1134077,28.9548523,450,600,BaSi2N2O2Eu0.02
7,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,96.5,37.24,1.26,35.98,205.08888,85.8676,3.03928,82.82832,669.7,220,3.7,216.3,17.691,6.88,0,6.88,32,12,0.04,11.96,78.30211156,29.06826,0.1134077,28.9548523,450,600,Sr0.98Si2N2O2Eu0.02
7,2,0.02,1.98,148,63,7,56,347.382,151.964,14.007,137.957,635,215,60,155,9.27,3.44,0,3.44,19,6,2,4,47.185916,14.53413,5.211664,9.322466,114.14,54.88,1.26,53.62,253.80174,134.58046,3.03928,131.54118,684.4,220,3.7,216.3,17.6322,6.88,0,6.88,32,12,0.04,11.96,77.82857242,29.06826,0.1134077,28.9548523,450,600,Ba0.98Si2N2O2Eu0.02
8,2,1,1,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,159,63,14,49,355.766,151.964,28.014,123.95,855,220,120,100,17.71,6.88,0,6.88,34,12,2,10,83.9729862,29.06826,5.670385,23.397875,450,610,SrSi2O2N2Eu1
6.008,3,0.008,2.992,155,63,7,56,348.7355385,151.964,14.007,137.957,865,200,65,135,8.5,3.04,0,3.04,18,5,2,3,46.1499888,14.53413,5.670385,8.863745,82.904,30.4,0.504,29.896,176.4148505,70.096,1.215712,68.880288,627.48,195,1.48,193.52,13.59,9.12,0,9.12,24.016,15,0.016,14.984,63.56372928,43.60239,0.04536308,43.55702692,455,540,Sr0.8Ca0.2AlSiN3Eu0.008
15.012,9,0.012,8.988,106,63,8,55,239.014762,151.964,15.999,135.965,525,185,60,125,6.63,3.44,0,3.44,15,6,2,4,35.8882802,13.618054,5.670385,7.947669,182.756,80,0.756,79.244,368.074092,160.312,1.823568,158.488432,1462.22,720,2.22,717.78,39.34,30.96,0,30.96,72.024,54,0.024,53.976,168.0565234,122.562486,0.06804462,122.4944414,460,350,Ca4P2O9Eu0.012
45.56,28,0.06,27.94,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,692.78,342,3.78,338.22,1498.943674,788.58,9.11784,779.46216,4416.1,1800,11.1,1788.9,122.165,96.32,0,96.32,224.12,168,0.12,167.88,517.7756944,381.305512,0.3402231,380.9652889,460,382,Sr9Mg1.5P7O28Eu0.06
4,1,0.04,0.96,137,63,8,55,305.481,151.964,15.999,135.965,660,185,60,125,8.67,3.44,0,3.44,28,12,2,10,45.1558032,13.618054,5.670385,7.947669,75.72,30,2.52,27.48,157.99244,65.38,6.07856,59.30144,475.2,172.8,7.4,165.4,8.63,3.44,0,3.44,26,12,0.08,11.92,39.46770739,13.618054,0.2268154,13.3912386,460,393,Ca0.96ZnOSEu0.04
7.05,4,0.05,3.95,140,63,16,47,319.127,151.964,32.06,119.904,550,185,100,85,6.04,2.58,0,2.58,23,12,2,10,31.4238958,10.36001,5.670385,4.689625,159.15,64,3.15,60.85,340.6642,139.446,7.5982,131.8478,804.25,400,9.25,390.75,15.59,10.32,0,10.32,42.1,24,0.1,23.9,63.11636185,41.44004,0.28351925,41.15652075,460,407,ZnGa2S4Eu0.05
13.01,7,0.01,6.99,175,71,8,63,410.1131,174.9668,15.999,158.9678,750,220,60,160,7.16,3.44,0,3.44,15,6,1,5,37.20665654,13.618054,4.34066354,9.27739046,212.63,71,0.63,70.37,461.94434,174.9668,1.51964,173.44716,1476.85,660,1.85,658.15,31.34,24.08,0,24.08,55.02,42,0.02,41.98,130.1343095,95.326378,0.05670385,95.26967415,460,475,K3LuSi2O7Eu0.01
